iter	RMSE
248	0.5815364288
249	0.580965475
250	0.5802681092
251	0.5793840448
252	0.5789586789
253	0.5785385031
254	0.5776970337
255	0.5770470391
256	0.5767133596
257	0.5759786839
258	0.575424998
259	0.5750994364
260	0.5747057938
261	0.5741489924
262	0.5738336878
263	0.5734842227
264	0.5730632645
265	0.5727352896
266	0.5719936
267	0.5712517192
268	0.5708002487
269	0.5703725747
270	0.5695982954
271	0.5688316557
272	0.5681671232
273	0.5676628778
274	0.5671216879
275	0.5668518888
276	0.5665780888
277	0.5661403641
278	0.5657580406
279	0.5652277442
280	0.5645648608
281	0.564048991
282	0.5636544681
283	0.5632606307
284	0.5629095353
285	0.5626634045
286	0.5618670285
287	0.5615555269
288	0.5610623871
289	0.5606265088
290	0.5601938603
291	0.5595616844
292	0.5589153959
293	0.5585998994
294	0.5577849553
295	0.5575023858
296	0.5568863958
297	0.5565425631
298	0.5559690634
299	0.5550758725
300	0.554798616
301	0.5540841337
302	0.5535813578
303	0.5530592168
304	0.5527136657
305	0.5524356459
306	0.5517963145
307	0.5511488032
308	0.5508022608
309	0.550492428
310	0.5498795497
311	0.5494254904
312	0.548819886
313	0.548193395
314	0.5474975343
315	0.5469924628
316	0.5464522806
317	0.5459454838
318	0.5455892244
319	0.5449680726
320	0.5447786444
321	0.5444085717
322	0.5438930762
323	0.5435725043
324	0.5431517904
325	0.5425645609
326	0.5421575408
327	0.5418777267
328	0.5416666978
329	0.5409946326
330	0.5406656031
331	0.5403869772
332	0.5396127812
333	0.5389388558
334	0.5387378559
335	0.5381693103
336	0.5375849484
337	0.5373640445
338	0.5371063982
339	0.5366811178
340	0.5361317868
341	0.5355715665
342	0.5352593583
343	0.5349744998
344	0.5344039631
345	0.533811323
346	0.5334396739
347	0.5331240354
348	0.5329057651
349	0.5325569825
350	0.5321037686
351	0.5317849962
352	0.5315522948
353	0.5312865944
354	0.5309647188
355	0.530510728
356	0.5301147549
357	0.5299561339
358	0.5293938931
359	0.5291529136
360	0.5284970224
361	0.5279435116
362	0.5276006531
363	0.5272224242
364	0.5267727057
365	0.5263759015
366	0.5256810164
367	0.5254437355
368	0.5251181306
369	0.5248338433
370	0.5246762279
371	0.5244250256
372	0.5240220891
373	0.5237070784
374	0.5234964611
375	0.5233197561
376	0.5231712894
377	0.5227698298
378	0.5224361173
379	0.5221346736
380	0.5215455067
381	0.5208993449
382	0.5206205397
383	0.5203953199
384	0.5200118331
385	0.5194954077
386	0.5188847583
387	0.5183832347
388	0.517975681
389	0.5176988283
390	0.5172760771
391	0.516747304
392	0.5163598872
393	0.5160982968
394	0.5156914715
395	0.5153562853
396	0.5149653517
397	0.5146950661
398	0.5142745001
399	0.5139548299
400	0.5137739953
401	0.5134811168
402	0.5132089519
403	0.5128610797
404	0.5126008715
405	0.5124139299
406	0.5120000132
407	0.5116980315
408	0.5114292254
409	0.5109842492
410	0.5107450577
411	0.5103792883
412	0.5098055414
413	0.5094252309
414	0.5091170542
415	0.5087636292
416	0.5085117866
417	0.5080710015
418	0.5075467414
419	0.5073446506
420	0.5070407701
421	0.5067563862
422	0.506567438
423	0.5062971677
424	0.5058463575
425	0.5056776866
426	0.5053835763
427	0.5051971871
428	0.5048386211
429	0.5045925065
430	0.5043225576
431	0.5041036365
432	0.5038682478
433	0.5034727352
434	0.5032672784
435	0.5030484658
436	0.5028073848
437	0.5025944266
438	0.5023720729
439	0.5020176849
440	0.5016239994
441	0.5013863892
442	0.5011642702
443	0.5009447054
444	0.50078133
445	0.5004980477
446	0.5002162499
447	0.4999901608
448	0.499791013
449	0.4995501576
450	0.4993342694
451	0.4990440084
452	0.4986226043
453	0.4983260092
454	0.4981984643
455	0.4980223803
456	0.4976821749
457	0.4974663673
458	0.497278944
459	0.4971021384
460	0.4967423841
461	0.4965738632
462	0.4961334159
463	0.4958972467
464	0.4956787261
465	0.4955371108
466	0.4953893154
467	0.4952010846
468	0.4948755037
469	0.4946227624
470	0.4944700857
471	0.4940702895
472	0.4937881145
473	0.4935495389
474	0.4934058175
475	0.4931929378
476	0.4930743286
477	0.4929035697
478	0.4926239316
479	0.4925038629
480	0.492369482
481	0.4922271462
482	0.4918961771
483	0.4914539601
484	0.4910449331
485	0.4907384988
486	0.4903008665
487	0.4900911164
488	0.4896119829
489	0.48943943
490	0.4891516269
491	0.4889854483
492	0.4887675882
493	0.4886672802
494	0.4883304688
495	0.4880118112
496	0.4878306791
497	0.4876726317
498	0.4873461572
499	0.4869837138
500	0.4867787471
501	0.4866641407
502	0.4863975079
503	0.4861159151
504	0.485839024
505	0.4855132207
506	0.48517063
507	0.484770999
508	0.4844795558
509	0.4841075046
510	0.4838705024
511	0.4835725627
512	0.4831836103
513	0.4827725283
514	0.4825964747
515	0.4824338555
516	0.4820536596
517	0.4818830758
518	0.4815774596
519	0.4813942737
520	0.4812384074
521	0.4810181957
522	0.4806871914
523	0.4805262683
524	0.4803474372
525	0.4801988824
526	0.479897304
527	0.4795088627
528	0.479354446
529	0.4790033288
530	0.4786805005
531	0.4785766122
532	0.4783149878
533	0.4779625879
534	0.477744039
535	0.4776033285
536	0.477392197
537	0.4771240551
538	0.4769173783
539	0.476596442
540	0.4764479813
541	0.4762620214
542	0.4760190626
543	0.4758315477
544	0.4756854283
545	0.4755518656
546	0.4753710348
547	0.4751965207
548	0.4748774158
549	0.4744386603
550	0.4742754491
551	0.4741407368
552	0.4738166631
553	0.4735746909
554	0.4732791737
555	0.4731818334
556	0.4730623338
557	0.472905099
558	0.4727335012
559	0.4724193069
560	0.4722473155
561	0.4720028873
562	0.4718651396
563	0.4715715572
564	0.4713335793
565	0.4710399032
566	0.4709570502
567	0.4706575217
568	0.4704043049
569	0.4701087446
570	0.4697390586
571	0.4696164572
572	0.4694194129
573	0.4693115722
574	0.469131773
575	0.4689711792
576	0.4688230481
577	0.4686594073
578	0.4684058125
579	0.4681096024
580	0.4679026896
581	0.4677251278
582	0.4676028327
583	0.4673752044
584	0.4670224097
585	0.4667873244
586	0.4665209048
587	0.4662452499
588	0.465954928
589	0.4658774544
590	0.4657000631
591	0.4654699158
592	0.4653063063
593	0.4649628364
594	0.4646615019
595	0.4645253071
596	0.4643340729
597	0.464141563
598	0.4638565071
599	0.4637273696
600	0.4635401294
601	0.4632288875
602	0.4630661654
603	0.4628554739
604	0.4626660727
605	0.4624771862
606	0.4622793947
607	0.4620177567
608	0.4618142295
609	0.4616985276
610	0.4615982117
611	0.4613051089
612	0.4611578859
613	0.4609928277
614	0.4608461379
615	0.4606010643
616	0.4603886283
617	0.4601754935
618	0.4600481336
619	0.4599291971
620	0.4598319084
621	0.4597084099
622	0.4595536855
623	0.4594241147
624	0.4591715566
625	0.458995251
626	0.4589099524
627	0.4587938818
628	0.4586300919
629	0.4584923213
630	0.4582979393
631	0.458176283
632	0.4580486017
633	0.4578551617
634	0.4576355983
635	0.4574916492
636	0.4573311076
637	0.4572274077
638	0.4569951333
639	0.4567683974
640	0.4566509826
641	0.4565334479
642	0.4563397548
643	0.4562188928
644	0.4559544789
645	0.4557269842
646	0.4556450809
647	0.455515406
648	0.4554167012
649	0.4551150696
650	0.4549207572
651	0.4547646952
652	0.4544790577
653	0.454205881
654	0.4539285785
655	0.4536685091
656	0.4535069677
657	0.4533996008
658	0.4532516746
659	0.4530864225
660	0.4529435782
661	0.4527865716
662	0.4526011689
663	0.452291297
664	0.4521689346
665	0.4520209129
666	0.4518206581
667	0.4515982055
668	0.4513876499
669	0.45114321
670	0.4509421312
671	0.4507721411
672	0.4506730266
673	0.4504731032
674	0.4503978171
675	0.4501812075
676	0.4500591938
677	0.4498041579
678	0.449698514
679	0.4495168693
680	0.449280197
681	0.4491083098
682	0.4489014003
683	0.4487135355
684	0.4485185821
685	0.4482800626
686	0.4481254137
687	0.4478898183
688	0.4477329896
689	0.4475415635
690	0.4473867734
691	0.4471402278
692	0.4469835555
693	0.4467972733
694	0.4465270875
695	0.4463363963
696	0.4461023565
697	0.4458765547
698	0.4457038047
699	0.4456121647
700	0.4454505718
701	0.4452762167
702	0.44509983
703	0.4448986014
704	0.4446047685
705	0.4443261382
706	0.4441956314
707	0.4440949071
708	0.4438144893
709	0.4435072669
710	0.4433675281
711	0.4432715475
712	0.4430956094
713	0.4429198147
714	0.4428070612
715	0.4426916676
716	0.4424834309
717	0.4423900901
718	0.4422009989
719	0.4420151427
720	0.4417653305
721	0.4415791148
722	0.4414566418
723	0.441351842
724	0.441197086
725	0.4410237503
726	0.4409102017
727	0.4407833649
728	0.4406372309
729	0.4404003315
730	0.4402922135
731	0.4401156553
732	0.4399874802
733	0.4398356551
734	0.4396959489
735	0.4394437184
736	0.4393347685
737	0.4390586554
738	0.4389494793
739	0.4387274161
740	0.4385495541
741	0.4383466253
742	0.4382393
743	0.4381653407
744	0.4379778097
745	0.4378401788
746	0.4377478453
747	0.4375918948
748	0.4373666669
749	0.4371317319
750	0.4369972995
751	0.4368697745
752	0.4367609402
753	0.4366009932
754	0.436350343
755	0.4362540199
756	0.436068807
757	0.4359770434
758	0.4358136911
759	0.4356861527
760	0.4354874743
761	0.4353848174
762	0.4352427636
763	0.435079785
764	0.4348896056
765	0.4347826244
766	0.4346623816
767	0.4345737055
768	0.4343923927
769	0.4342822678
770	0.4340500237
771	0.4337627781
772	0.433613075
773	0.433419185
774	0.4333077581
775	0.4331492416
776	0.4329408513
777	0.4326817328
778	0.4325471633
779	0.4323442156
780	0.4322156896
781	0.4319784212
782	0.4318808257
783	0.4315955859
784	0.4314456502
785	0.4313050334
786	0.4310652074
787	0.4308779721
788	0.4307430101
789	0.4306680544
790	0.4304351864
791	0.430229872
792	0.430028481
793	0.4299240068
794	0.4296585128
795	0.4294525745
796	0.4292729782
797	0.4290786427
798	0.4289131619
799	0.4287015241
800	0.4285910054
801	0.4284588175
802	0.4283457193
803	0.4282464843
804	0.4281104603
805	0.4279902342
806	0.4278750156
807	0.4277860687
808	0.4276004341
809	0.4274630546
810	0.4272126886
811	0.427023641
812	0.4268760278
813	0.4267604907
814	0.4265366918
815	0.4263990019
816	0.4262883131
817	0.4261777084
818	0.4260307403
819	0.4258051989
820	0.4257151298
821	0.4256089483
822	0.4254314639
823	0.4253307658
824	0.4252411887
825	0.4251487267
826	0.4250711702
827	0.4248862186
828	0.4247092071
829	0.4245248205
830	0.4243862775
831	0.4242422166
832	0.4240180989
833	0.4239034603
834	0.4238112986
835	0.4237521496
836	0.4235771344
837	0.423461522
838	0.4233062842
839	0.4232302362
840	0.4231296462
841	0.4229337268
842	0.4227814467
843	0.4226945209
844	0.4225070144
845	0.4224133798
846	0.4222589474
847	0.422152722
848	0.4220347189
849	0.421945603
850	0.4217405226
851	0.4216406478
852	0.4214551888
853	0.4213557992
854	0.4211328063
855	0.4210210296
856	0.42085777
857	0.4207608973
858	0.4206342789
859	0.4204183681
860	0.4202169814
861	0.4200358736
862	0.4199116424
863	0.4197470292
864	0.4196549835
865	0.4195600351
866	0.4194412736
867	0.419229282
868	0.4191471825
869	0.4190195694
870	0.4189300824
871	0.4187965672
872	0.4186713675
873	0.4184913563
874	0.4183146655
875	0.4182335872
876	0.4181183439
877	0.4179894612
878	0.4178376636
879	0.4177074796
880	0.4175878128
881	0.4175134567
882	0.4173801695
883	0.4172230687
884	0.4171212495
885	0.4169465719
886	0.4168596189
887	0.4167383728
888	0.4165727204
889	0.416409657
890	0.4163416582
891	0.4162853853
892	0.4160727672
893	0.4159852452
894	0.4158034888
895	0.4156514305
896	0.4154886228
897	0.4153948957
898	0.4152076647
899	0.4150218052
900	0.4148818861
901	0.4147943599
902	0.414698292
903	0.4145314595
904	0.4143983641
905	0.4142639444
906	0.4142039222
907	0.4140129959
908	0.4139147649
909	0.413737572
910	0.4136404018
911	0.4135654473
912	0.4134601353
913	0.4133066322
914	0.4131685096
915	0.4130820795
916	0.4130047658
917	0.4128652059
918	0.4127898281
919	0.4126668896
920	0.4125314641
921	0.412405454
922	0.4122902447
923	0.4121662304
924	0.4120565655
925	0.4119705873
926	0.4118005243
927	0.4116882529
928	0.4115856289
929	0.4113527294
930	0.4112476164
931	0.4111701511
932	0.4110222581
933	0.4108628719
934	0.4107935557
935	0.4106657816
936	0.4104655368
937	0.4103069671
938	0.4101084243
939	0.4099617712
940	0.4098833131
941	0.409787213
942	0.4097224387
943	0.4095878844
944	0.4094627624
945	0.4093568467
946	0.4092522287
947	0.4091305553
948	0.4090022555
949	0.4089038495
950	0.4088359444
951	0.4087601781
952	0.4086887105
953	0.4085239206
954	0.408415612
955	0.4082310097
956	0.4081208228
957	0.4080245278
958	0.407973986
959	0.4078562398
960	0.407789435
961	0.4076132917
962	0.4075259717
963	0.4074328709
964	0.4072984857
965	0.4071749404
966	0.4070679737
