datetime,일사량(w/m^2)_예측,습도(%)_예측,절대습도_예측,기온(degC)_예측,대기압(mmHg)_예측,습도(%)_관측,기온(degC)_관측,대기압(mmHg)_관측
2024-01-01 00:00:00,0.0,57.061,0.004,0.803,756.4481028742,85.23,3.82,764.46793
2024-01-01 01:00:00,0.0,58.348,0.004,1.141,756.9264924178,86.75,3.76,764.68855
2024-01-01 02:00:00,0.0,58.897,0.004,1.417,757.2375806323,86.43,3.04,765.05595
2024-01-01 03:00:00,0.0,58.438,0.004,1.498,757.4910640851999,90.6,1.99,765.42151
2024-01-01 04:00:00,0.0,58.286,0.004,1.172,757.59439262632,92.59,1.25,765.61559
2024-01-01 05:00:00,0.0,58.146,0.004,0.798,757.79106638334,94.59,0.9,765.71106
2024-01-01 06:00:00,0.0,57.977,0.004,0.151,757.9793544472001,96.9,0.96,766.05343
2024-01-01 07:00:00,0.0,58.165,0.004,0.584,758.3228453401,97.76,1.02,766.31235
2024-01-01 08:00:00,13.606,58.221,0.004,1.114,758.70611952148,97.49,0.94,766.58237
2024-01-01 09:00:00,90.274,56.252,0.004,1.957,759.066869341,97.44,0.95,766.87975
2024-01-01 10:00:00,196.559,53.614,0.004,4.012,759.18955698234,96.37,1.17,767.10126
2024-01-01 11:00:00,323.784,49.063,0.004,6.422,759.0328915324,92.29,2.27,766.80554
2024-01-01 12:00:00,406.362,44.836,0.004,8.701,758.671961698,87.19,3.37,766.07193
2024-01-01 13:00:00,400.21,40.803,0.004,8.543,758.1622195628,79.48,4.77,765.18644
2024-01-01 14:00:00,341.943,39.686,0.004,8.206,757.8345549781001,71.55,6.18,764.78985
2024-01-01 15:00:00,232.582,37.836,0.004,7.361,757.6231875065,59.93,7.38,764.47833
2024-01-01 16:00:00,118.31,39.139,0.004,6.191,757.542743357,58.71,7.54,764.17004
2024-01-01 17:00:00,28.275,47.112,0.004,4.525,757.4126826062001,60.8,7.25,764.06865
2024-01-01 18:00:00,0.0,47.851,0.004,3.188,757.3101866339,66.4,6.68,763.88045
2024-01-01 19:00:00,0.0,49.699,0.004,3.038,757.1494108442,70.28,6.02,763.82307
2024-01-01 20:00:00,0.0,49.094,0.004,2.849,757.0534779144,72.51,5.49,763.79826
2024-01-01 21:00:00,0.0,48.927,0.004,2.719,757.0234754344,74.92,5.29,763.86446
2024-01-01 22:00:00,0.0,50.936,0.004,2.792,756.8390351886001,76.57,5.28,763.98609
2024-01-01 23:00:00,0.0,53.171,0.004,2.857,756.6725589277,78.82,5.17,763.78314
2024-01-02 00:00:00,0.0,54.9,0.004,2.66,756.51713858068,80.69,4.75,763.39853
2024-01-02 01:00:00,0.0,55.342,0.004,2.628,756.3114415778,80.89,4.68,763.23228
2024-01-02 02:00:00,0.0,55.905,0.004,2.482,756.0884106421,78.88,4.91,763.09997
2024-01-02 03:00:00,0.0,57.363,0.004,2.219,755.9011576638,75.98,5.01,762.8833
2024-01-02 04:00:00,0.0,57.57,0.004,2.356,755.5606295158001,77.26,4.84,762.65575
2024-01-02 05:00:00,0.0,55.849,0.004,2.291,755.2976952817,77.12,4.76,762.26671
2024-01-02 06:00:00,0.0,57.957,0.004,2.098,755.1769728028,79.99,4.47,762.11915
2024-01-02 07:00:00,0.0,59.678,0.004,2.514,755.1835733484,82.48,4.22,762.15314
2024-01-02 08:00:00,12.347,61.158,0.004,2.824,755.2735057822,84.77,4.11,762.0328
2024-01-02 09:00:00,53.99,60.819,0.004,3.515,755.3058334544,84.79,4.24,762.34547
2024-01-02 10:00:00,92.404,58.608,0.004,4.342,755.1024391418599,79.99,4.94,762.27074
2024-01-02 11:00:00,123.571,56.145,0.004,5.257,754.767138926,76.93,5.56,761.69065
2024-01-02 12:00:00,164.692,53.057,0.004,5.96,754.3348481929199,70.59,6.41,761.13899
2024-01-02 13:00:00,190.936,50.371,0.004,5.843,753.8517257581,67.45,6.83,760.75108
2024-01-02 14:00:00,219.904,47.76,0.004,6.582,753.49501127214,62.78,7.13,760.57364
2024-01-02 15:00:00,158.263,46.105,0.004,5.847,753.23703494786,62.43,6.96,760.43888
2024-01-02 16:00:00,99.349,45.915,0.004,4.795,753.2086976055,61.33,6.62,760.43924
2024-01-02 17:00:00,22.78,52.575,0.004,3.521,753.1637313886,65.19,5.84,760.57476
2024-01-02 18:00:00,0.0,54.135,0.004,2.542,753.1743072628,69.89,4.97,760.58678
2024-01-02 19:00:00,0.0,53.938,0.004,2.524,753.23851257,71.32,4.39,760.61035
2024-01-02 20:00:00,0.0,55.288,0.004,2.041,753.2232113052,71.01,3.84,760.61497
2024-01-02 21:00:00,0.0,54.386,0.004,2.09,753.2050598047999,76.25,3.29,760.4813
2024-01-02 22:00:00,0.0,56.161,0.004,1.692,753.1092018812,80.36,2.72,760.27796
2024-01-02 23:00:00,0.0,56.797,0.004,1.493,753.0725988556,83.17,2.17,760.3751
2024-01-03 00:00:00,0.0,56.96,0.004,1.356,753.0113937964,83.28,1.91,760.12379
2024-01-03 01:00:00,0.0,63.793,0.004,1.986,752.6274370586,87.26,1.82,759.86804
2024-01-03 02:00:00,0.0,64.917,0.004,1.998,752.4882255514,87.91,1.57,760.01197
2024-01-03 03:00:00,0.0,65.663,0.004,2.072,752.25395118632,87.11,1.67,759.72234
2024-01-03 04:00:00,0.0,64.391,0.004,1.904,751.8293710906,84.73,1.78,759.27657
2024-01-03 05:00:00,0.0,63.814,0.004,1.732,751.4411765025,83.86,1.69,758.94665
2024-01-03 06:00:00,0.0,62.092,0.004,1.649,751.3731458791,87.52,1.74,758.7777
2024-01-03 07:00:00,0.0,63.627,0.004,1.555,751.50979967488,84.98,1.79,759.02602
2024-01-03 08:00:00,13.492,63.257,0.004,2.003,751.6661575994,87.08,1.84,759.21598
2024-01-03 09:00:00,88.261,61.289,0.004,2.785,751.79138795092,83.46,2.04,759.47195
2024-01-03 10:00:00,157.284,56.552,0.004,4.168,751.642380634,76.41,2.85,759.36408
2024-01-03 11:00:00,219.273,52.816,0.004,4.875,751.4091113520001,64.57,4.52,758.84284
2024-01-03 12:00:00,226.233,46.652,0.004,5.567,750.9062322841,62.14,5.73,758.30194
2024-01-03 13:00:00,234.144,44.034,0.004,5.568,750.5104620698,64.15,5.73,758.07867
2024-01-03 14:00:00,222.451,43.5,0.004,5.492,750.3707255192,72.16,5.12,758.02345
2024-01-03 15:00:00,193.526,41.21,0.003,5.412,750.365025048,70.9,5.64,758.08744
2024-01-03 16:00:00,110.679,42.13,0.004,4.475,750.651173701,78.92,4.83,758.60361
2024-01-03 17:00:00,23.137,48.01,0.004,3.357,751.010453399,76.45,4.38,759.0081
2024-01-03 18:00:00,0.0,49.871,0.004,2.314,751.4872678124001,80.02,4.15,759.7742
2024-01-03 19:00:00,0.0,52.475,0.004,1.802,751.95990438046,82.06,3.13,760.22136
2024-01-03 20:00:00,0.0,49.69,0.004,1.117,752.346688852,83.91,2.45,760.71692
2024-01-03 21:00:00,0.0,48.199,0.003,0.304,752.6177612588001,78.23,2.24,761.12839
2024-01-03 22:00:00,0.0,47.846,0.003,-0.027,752.9292095030601,77.46,1.72,761.38831
2024-01-03 23:00:00,0.0,47.673,0.003,-0.236,753.2640896842,84.36,0.68,761.46837
2024-01-04 00:00:00,0.0,47.617,0.003,-0.424,753.4497300292,88.88,-0.16,761.64838
2024-01-04 01:00:00,0.0,50.965,0.003,-0.709,753.7872204261,90.5,-0.56,761.73295
2024-01-04 02:00:00,0.0,50.889,0.003,-1.187,753.9057677252,90.74,-1.22,761.83548
2024-01-04 03:00:00,0.0,51.176,0.003,-1.636,754.0353784388001,92.1,-1.92,761.86281
2024-01-04 04:00:00,0.0,51.957,0.003,-1.87,754.0929081942,94.61,-2.27,761.93871
2024-01-04 05:00:00,0.0,52.48,0.003,-2.113,754.2614096225,95.13,-2.72,762.14289
2024-01-04 06:00:00,0.0,52.623,0.003,-2.302,754.5292942658,94.9,-3.24,762.47755
2024-01-04 07:00:00,0.0,52.788,0.003,-1.796,754.9007249682,95.33,-3.32,762.72054
2024-01-04 08:00:00,13.438,52.611,0.003,-1.124,755.1827482802,95.91,-3.13,763.09727
2024-01-04 09:00:00,130.608,50.758,0.003,0.67,755.3462167924799,96.1,-2.64,763.48137
2024-01-04 10:00:00,279.538,48.686,0.003,3.253,755.2710305776,95.59,-1.56,763.38461
2024-01-04 11:00:00,398.879,44.161,0.003,5.738,755.087790431,93.18,0.2,763.15348
2024-01-04 12:00:00,460.746,41.242,0.003,7.929,754.7855529481,79.26,2.06,762.44576
2024-01-04 13:00:00,451.654,38.497,0.003,7.935,754.42521566268,66.32,3.73,761.76741
2024-01-04 14:00:00,385.693,37.048,0.003,7.62,754.1514130301999,58.14,5.41,761.17093
2024-01-04 15:00:00,277.185,37.36,0.003,7.074,753.8710023515,55.61,5.99,760.95777
2024-01-04 16:00:00,158.001,37.185,0.003,5.198,753.9278945542,56.47,5.89,761.06529
2024-01-04 17:00:00,36.873,41.167,0.003,3.021,754.05132475692,60.38,5.35,761.09749
2024-01-04 18:00:00,0.0,42.094,0.003,1.163,754.0863826548,63.88,4.4,760.93145
2024-01-04 19:00:00,0.0,44.303,0.004,0.924,753.96086727972,71.31,2.96,760.91175
2024-01-04 20:00:00,0.0,44.694,0.003,0.826,753.8020341506,76.75,1.64,760.81706
2024-01-04 21:00:00,0.0,45.704,0.004,0.757,753.7226025848,78.37,1.21,760.53587
2024-01-04 22:00:00,0.0,46.132,0.004,1.023,753.72230256,77.87,1.49,760.51669
2024-01-04 23:00:00,0.0,47.608,0.004,0.856,753.6510691718601,83.47,1.25,760.45317
2024-01-05 00:00:00,0.0,50.808,0.004,0.519,753.6151187002,83.55,1.24,760.50766
2024-01-05 01:00:00,0.0,53.681,0.004,0.633,753.6128685142,84.47,1.38,760.57467
2024-01-05 02:00:00,0.0,56.229,0.004,1.129,753.4801075402,83.36,1.54,760.48708
2024-01-05 03:00:00,0.0,57.5,0.004,1.508,753.23864008054,86.74,1.24,760.38422
2024-01-05 04:00:00,0.0,58.917,0.004,1.543,753.08335474468,85.14,1.25,760.17528
2024-01-05 05:00:00,0.0,59.758,0.004,1.453,752.9863417256,85.55,1.43,760.15134
2024-01-05 06:00:00,0.0,61.106,0.004,1.514,753.031495458,85.52,1.85,760.22918
2024-01-05 07:00:00,0.0,61.723,0.004,2.106,753.325519762,84.78,2.87,760.40022
2024-01-05 08:00:00,12.395,61.546,0.004,2.686,753.4967964197,85.01,3.86,760.59509
2024-01-05 09:00:00,76.015,61.717,0.004,3.286,753.66480280708,77.08,6.58,760.92418
2024-01-05 10:00:00,190.12,58.822,0.005,5.483,753.6339077533,75.04,7.05,761.17939
2024-01-05 11:00:00,243.987,57.963,0.005,6.899,753.5623893416,72.96,7.66,760.85783
2024-01-05 12:00:00,295.579,55.363,0.005,8.686,753.3140438134,70.67,8.39,760.19506
2024-01-05 13:00:00,307.523,45.689,0.005,9.185,752.89757938852,67.58,9.32,759.60552
2024-01-05 14:00:00,312.029,37.707,0.004,9.187,752.71193904352,65.44,9.89,759.23161
2024-01-05 15:00:00,244.58,34.817,0.004,8.738,752.6407881622,63.96,10.13,759.11615
2024-01-05 16:00:00,140.897,35.359,0.004,6.793,752.8894712183,66.84,9.81,759.14211
2024-01-05 17:00:00,34.97,39.318,0.004,4.533,753.1638063948,65.49,9.58,759.3302
2024-01-05 18:00:00,0.0,44.592,0.004,2.652,753.4239278964001,63.41,8.99,759.60318
2024-01-05 19:00:00,0.0,47.606,0.004,2.105,753.5460079875199,65.31,8.4,759.83361
2024-01-05 20:00:00,0.0,52.084,0.004,1.474,753.6793990136,67.55,7.93,760.01902
2024-01-05 21:00:00,0.0,51.842,0.004,0.947,753.8465128272001,71.97,6.84,760.44962
2024-01-05 22:00:00,0.0,53.173,0.004,0.207,754.0716814396001,74.75,6.02,760.63966
2024-01-05 23:00:00,0.0,51.302,0.003,-0.279,754.24827603688,76.69,4.95,760.75275
2024-01-06 00:00:00,0.0,51.733,0.003,-0.725,754.3283901591,79.23,3.8,760.71012
2024-01-06 01:00:00,0.0,54.093,0.004,-0.591,753.5889040333,83.63,2.58,760.66764
2024-01-06 02:00:00,0.0,53.659,0.003,-0.951,753.5988423548,84.9,1.67,761.01051
2024-01-06 03:00:00,0.0,52.967,0.003,-1.305,753.504034518,87.15,0.57,761.06563
2024-01-06 04:00:00,0.0,52.164,0.003,-1.5,753.42652311092,92.01,-0.91,761.09472
2024-01-06 05:00:00,0.0,50.832,0.003,-1.691,753.465406325,94.64,-1.48,761.17491
2024-01-06 06:00:00,0.0,49.655,0.003,-1.868,753.57901071552,95.75,-1.83,761.46592
2024-01-06 07:00:00,0.0,49.365,0.003,-1.353,753.8077346218,93.27,-2.13,761.901
2024-01-06 08:00:00,13.48,50.22,0.003,-0.732,753.98846956132,91.19,-1.92,762.29391
2024-01-06 09:00:00,140.092,47.754,0.003,0.943,754.1507379743999,92.69,-1.18,762.5063
2024-01-06 10:00:00,300.898,43.708,0.003,3.328,754.0521798276,78.85,0.95,762.40767
2024-01-06 11:00:00,399.13,41.658,0.003,5.436,753.78662787712,58.48,2.74,761.76824
2024-01-06 12:00:00,434.913,37.679,0.003,7.117,753.4142520966,49.95,3.71,761.25811
2024-01-06 13:00:00,439.591,38.016,0.003,6.768,752.9618146982,44.78,5.02,760.86304
2024-01-06 14:00:00,388.365,38.011,0.003,6.336,752.7635733116,41.4,5.56,760.59995
2024-01-06 15:00:00,273.118,40.256,0.003,5.688,752.6270170238801,39.25,5.92,760.43878
2024-01-06 16:00:00,152.92,41.475,0.003,4.063,752.7849500786,41.45,5.77,760.57666
2024-01-06 17:00:00,40.304,45.022,0.003,1.992,752.87455248512,45.37,4.96,760.83433
2024-01-06 18:00:00,0.0,47.998,0.003,0.218,752.9788786087,51.32,3.69,761.25611
2024-01-06 19:00:00,0.0,49.302,0.003,-0.224,752.8780777765201,58.82,2.24,761.45982
2024-01-06 20:00:00,0.0,60.738,0.003,-0.089,753.091500418,61.06,1.91,761.30562
2024-01-06 21:00:00,0.0,58.941,0.003,-0.615,753.0833247422,77.94,2.03,761.69613
2024-01-06 22:00:00,0.0,55.395,0.003,-0.439,753.3220694768,87.95,1.31,761.76837
2024-01-06 23:00:00,0.0,56.43,0.003,-0.49,753.5964421564,85.76,1.2,761.80209
2024-01-07 00:00:00,0.0,55.327,0.003,-0.5,753.79285339172,81.51,1.04,762.01748
2024-01-07 01:00:00,0.0,56.028,0.003,-0.296,753.77545945394,77.64,0.57,762.20554
2024-01-07 02:00:00,0.0,55.813,0.003,-1.106,754.1296612322,73.64,0.18,762.51388
2024-01-07 03:00:00,0.0,53.877,0.003,-1.828,754.32157209552,71.92,0.12,762.67529
2024-01-07 04:00:00,0.0,52.032,0.003,-2.015,754.4186601208,72.24,-0.1,762.71606
2024-01-07 05:00:00,0.0,49.792,0.002,-2.175,754.5169182428,77.23,-0.61,762.80364
2024-01-07 06:00:00,0.0,46.903,0.002,-2.299,754.83114921708,75.11,-0.95,763.13555
2024-01-07 07:00:00,0.0,43.408,0.002,-2.381,755.42986370672,61.94,-0.74,763.7197
2024-01-07 08:00:00,13.596,40.707,0.002,-2.384,755.90148769108,50.15,-1.18,764.64219
2024-01-07 09:00:00,152.873,39.097,0.002,-1.635,756.4355768388,41.53,-1.16,765.25287
2024-01-07 10:00:00,284.409,35.514,0.002,-0.364,756.4854559618,43.36,-0.4,765.42885
2024-01-07 11:00:00,377.092,33.721,0.002,0.821,756.3352935494,42.47,-0.18,765.26566
2024-01-07 12:00:00,455.556,32.115,0.002,1.917,756.0612583976999,42.71,0.22,764.78285
2024-01-07 13:00:00,470.001,29.787,0.002,1.985,755.86788491348,44.52,0.88,764.44759
2024-01-07 14:00:00,430.996,29.723,0.002,1.65,755.8718677427,45.65,0.82,764.31931
2024-01-07 15:00:00,326.255,30.401,0.002,1.074,755.918484096,46.79,0.64,764.44862
2024-01-07 16:00:00,185.767,31.928,0.002,-0.51,756.2075579908,49.16,0.03,764.69257
2024-01-07 17:00:00,44.676,32.79,0.002,-2.306,756.4751051062001,51.81,-0.7,764.93328
2024-01-07 18:00:00,0.0,35.532,0.002,-3.812,756.870687805,50.76,-1.35,765.35823
2024-01-07 19:00:00,0.0,34.963,0.002,-4.037,757.0491275548,50.36,-1.93,765.73204
2024-01-07 20:00:00,0.0,34.488,0.001,-4.199,757.20869574468,50.1,-2.41,765.93789
2024-01-07 21:00:00,0.0,34.571,0.001,-4.335,757.3958437143,48.69,-2.96,766.05171
2024-01-07 22:00:00,0.0,32.405,0.001,-4.505,757.53446267252,48.45,-3.4,765.98062
2024-01-07 23:00:00,0.0,31.435,0.001,-4.691,757.5968603303,56.36,-3.85,765.93217
2024-01-08 00:00:00,0.0,31.887,0.001,-4.858,757.64904964426,59.17,-4.45,766.02177
2024-01-08 01:00:00,0.0,34.413,0.001,-4.809,758.1317670456,65.05,-5.46,766.12428
2024-01-08 02:00:00,0.0,35.227,0.002,-4.83,758.2351255892,71.36,-6.25,766.3742
2024-01-08 03:00:00,0.0,37.51,0.002,-4.886,758.23544811586,71.69,-6.59,766.28771
2024-01-08 04:00:00,0.0,37.745,0.002,-4.982,758.2069982642,71.37,-6.8,766.16231
2024-01-08 05:00:00,0.0,37.097,0.002,-5.093,758.2938554438,74.05,-7.27,766.18466
2024-01-08 06:00:00,0.0,36.794,0.002,-5.208,758.46902492328,77.8,-7.74,766.45664
2024-01-08 07:00:00,0.0,36.707,0.002,-4.653,758.646834621,80.5,-8.34,766.61624
2024-01-08 08:00:00,13.681,36.053,0.002,-4.027,758.7764453346,79.63,-8.08,766.69092
2024-01-08 09:00:00,173.114,33.199,0.001,-2.554,758.926982778,72.04,-6.36,766.8329
2024-01-08 10:00:00,323.675,30.218,0.001,-0.082,758.8005598279,61.24,-4.49,766.66684
2024-01-08 11:00:00,448.743,28.232,0.001,2.207,758.5408508604,49.82,-3.41,766.01451
2024-01-08 12:00:00,507.338,26.646,0.001,4.333,758.1631196372,43.88,-2.47,765.33369
2024-01-08 13:00:00,518.575,24.741,0.001,4.389,757.7043517155199,39.08,-1.63,764.52281
2024-01-08 14:00:00,459.805,23.575,0.001,4.053,757.26885071708,30.12,-0.43,763.92373
2024-01-08 15:00:00,325.979,25.194,0.002,3.368,756.8390351886001,33.27,0.72,763.58208
2024-01-08 16:00:00,186.649,26.77,0.002,1.23,756.76315891668,33.52,1.07,763.57921
2024-01-08 17:00:00,46.299,32.359,0.002,-1.188,756.7253257894,36.17,0.83,763.85266
2024-01-08 18:00:00,0.0,37.336,0.002,-3.148,756.7476401339001,40.75,-0.13,763.95393
2024-01-08 19:00:00,0.0,41.208,0.002,-3.292,756.73024619612,47.83,-1.28,764.16741
2024-01-08 20:00:00,0.0,46.764,0.002,-3.448,756.62169722348,51.34,-1.95,764.02992
2024-01-08 21:00:00,0.0,45.861,0.002,-3.529,756.5865643194,61.75,-2.89,763.77633
2024-01-08 22:00:00,0.0,46.806,0.002,-3.591,756.46110144866,68.28,-4.03,763.46385
2024-01-08 23:00:00,0.0,46.027,0.002,-3.535,756.3160919622001,71.19,-4.3,763.31346
2024-01-09 00:00:00,0.0,47.29,0.002,-3.516,756.0664338255,68.19,-3.98,763.16385
2024-01-09 01:00:00,0.0,44.531,0.002,-3.473,755.7692217580001,68.11,-3.39,762.80725
2024-01-09 02:00:00,0.0,46.423,0.002,-3.508,755.57498570248,67.7,-3.08,762.38883
2024-01-09 03:00:00,0.0,48.383,0.002,-3.471,755.2105005742001,68.15,-2.78,762.09645
2024-01-09 04:00:00,0.0,48.921,0.002,-2.824,754.8234685822,67.14,-2.48,761.66041
2024-01-09 05:00:00,0.0,53.618,0.002,-3.065,754.48111028292,67.13,-2.27,761.37548
2024-01-09 06:00:00,0.0,53.454,0.002,-2.912,754.31548159208,66.38,-2.2,760.99781
2024-01-09 07:00:00,0.0,55.038,0.002,-2.507,754.1112847132,65.07,-1.96,760.84336
2024-01-09 08:00:00,13.333,55.517,0.002,-1.921,753.9946500722,64.2,-1.51,760.72212
2024-01-09 09:00:00,113.621,52.88,0.002,-0.452,753.9410956454,61.72,-0.87,760.7016
2024-01-09 10:00:00,203.54,51.134,0.003,1.702,753.7232026344001,58.82,0.27,760.51186
2024-01-09 11:00:00,259.457,49.27,0.003,3.64,753.27718576672,56.08,1.57,760.03487
2024-01-09 12:00:00,298.554,49.087,0.003,4.996,752.7075436802,55.23,2.29,759.30165
2024-01-09 13:00:00,285.003,49.964,0.003,4.586,752.1431970314001,58.72,2.87,758.55112
2024-01-09 14:00:00,196.044,50.872,0.004,3.942,751.68165388032,60.23,3.42,757.88851
2024-01-09 15:00:00,126.824,51.668,0.004,3.164,751.29934727892,62.66,3.96,757.90956
2024-01-09 16:00:00,72.528,54.233,0.004,2.411,751.2632992992,70.86,2.98,758.04496
2024-01-09 17:00:00,18.822,57.775,0.004,1.517,751.205469519,82.83,1.92,758.2065
2024-01-09 18:00:00,0.0,61.127,0.004,0.808,751.2200582249,88.37,1.44,758.44223
2024-01-09 19:00:00,0.0,60.474,0.004,0.838,751.2420725446,90.68,1.22,758.61969
2024-01-09 20:00:00,0.0,62.404,0.004,0.815,751.04567631052,92.16,0.9,758.67062
2024-01-09 21:00:00,0.0,62.485,0.004,0.805,751.0113534734,94.17,0.85,758.845
2024-01-09 22:00:00,0.0,62.54,0.004,0.698,750.9178957482001,94.69,0.81,758.855
2024-01-09 23:00:00,0.0,62.234,0.004,0.631,750.8539154596,94.85,0.85,758.79254
2024-01-10 00:00:00,0.0,61.846,0.004,0.569,750.70498314888,95.84,0.82,758.69721
2024-01-10 01:00:00,0.0,61.297,0.004,-0.003,750.3763509842,95.02,0.9,758.7362
2024-01-10 02:00:00,0.0,60.707,0.004,-0.035,750.4462567626,90.26,1.0,758.98856
2024-01-10 03:00:00,0.0,59.838,0.004,-0.097,750.392777342,85.58,1.06,758.97243
2024-01-10 04:00:00,0.0,58.926,0.004,-0.39,750.4020031046,81.26,0.76,759.18348
2024-01-10 05:00:00,0.0,56.986,0.003,-0.731,750.57954278,79.02,0.3,759.44066
2024-01-10 06:00:00,0.0,55.865,0.003,-1.069,750.9076198988,82.85,-0.46,759.58002
2024-01-10 07:00:00,0.0,54.528,0.003,-0.916,751.2476605065,86.55,-1.2,759.82796
2024-01-10 08:00:00,12.111,54.29,0.003,-0.783,751.5697746324,87.09,-1.18,760.19209
2024-01-10 09:00:00,82.39,53.245,0.003,-0.436,752.0147114108,87.66,-0.85,760.58846
2024-01-10 10:00:00,189.268,51.89,0.003,0.95,752.2599066786,77.14,-0.24,760.99537
2024-01-10 11:00:00,286.893,50.359,0.003,2.539,752.2965847104,75.66,-0.03,760.81435
2024-01-10 12:00:00,382.02,49.014,0.003,4.332,752.1720744184,76.26,0.0,760.51694
2024-01-10 13:00:00,403.111,48.125,0.003,4.784,752.1124894931199,77.52,0.22,760.49454
2024-01-10 14:00:00,379.182,47.597,0.003,4.717,752.23623472188,77.01,0.14,760.41293
2024-01-10 15:00:00,290.433,46.899,0.003,4.416,752.341813449,76.59,0.29,760.57441
2024-01-10 16:00:00,154.421,46.807,0.003,2.506,752.63086484194,76.91,0.36,760.65059
2024-01-10 17:00:00,43.047,47.711,0.003,0.379,752.8838457533,77.35,0.14,760.93064
2024-01-10 18:00:00,0.0,49.726,0.003,-1.649,753.08440483148,76.69,-0.08,761.33988
2024-01-10 19:00:00,0.0,49.725,0.003,-2.171,753.1767824674,79.06,-0.27,761.60135
2024-01-10 20:00:00,0.0,49.966,0.003,-2.496,753.3190692288,82.98,-0.88,761.62327
2024-01-10 21:00:00,0.0,49.839,0.003,-2.775,753.4681065482,86.95,-1.68,761.44839
2024-01-10 22:00:00,0.0,50.161,0.003,-2.732,753.5988798579,88.59,-2.59,761.28581
2024-01-10 23:00:00,0.0,50.774,0.003,-2.859,753.68407940048,89.93,-2.94,761.15724
2024-01-11 00:00:00,0.0,50.868,0.003,-2.847,753.5848912016,89.64,-3.42,761.08317
2024-01-11 01:00:00,0.0,50.719,0.003,-3.294,753.5326418826801,90.32,-3.72,761.23605
2024-01-11 02:00:00,0.0,50.788,0.003,-3.249,753.6481964344,89.93,-3.74,761.44187
2024-01-11 03:00:00,0.0,50.782,0.003,-3.264,753.4870831168,90.67,-3.72,761.27286
2024-01-11 04:00:00,0.0,51.291,0.003,-3.352,753.2402377126,90.6,-3.82,760.87558
2024-01-11 05:00:00,0.0,51.634,0.003,-3.345,753.08156959712,89.63,-3.53,760.74744
2024-01-11 06:00:00,0.0,51.674,0.003,-3.406,753.08802013032,90.04,-3.0,760.87866
2024-01-11 07:00:00,0.0,52.288,0.003,-2.887,753.2396376629999,89.93,-2.75,761.04912
2024-01-11 08:00:00,14.128,52.124,0.003,-2.21,753.29421967474,89.08,-2.57,760.69853
2024-01-11 09:00:00,132.361,50.031,0.003,-0.521,753.2607519083,87.03,-1.87,760.68592
2024-01-11 10:00:00,281.517,46.395,0.003,1.905,752.9787660994,85.32,-0.87,760.40813
2024-01-11 11:00:00,378.835,45.353,0.003,4.012,752.52433353608,79.16,0.44,759.70949
2024-01-11 12:00:00,432.506,41.321,0.003,5.836,751.888776001,77.07,1.76,759.07293
2024-01-11 13:00:00,426.11,40.992,0.003,5.666,751.3638826133999,67.25,3.58,758.46922
2024-01-11 14:00:00,352.404,41.812,0.003,5.639,750.9856638499,64.72,4.19,757.93488
2024-01-11 15:00:00,260.23,40.226,0.003,5.437,750.6233464008,64.34,4.55,757.75535
2024-01-11 16:00:00,148.235,41.937,0.003,3.788,750.546165021,64.95,4.69,757.62588
2024-01-11 17:00:00,34.814,46.606,0.004,2.088,750.536039184,67.58,4.53,757.50365
2024-01-11 18:00:00,0.0,50.597,0.004,0.494,750.50675676352,69.16,4.52,757.54053
2024-01-11 19:00:00,0.0,52.95,0.004,0.845,750.28682358388,70.06,4.7,757.42554
2024-01-11 20:00:00,0.0,54.329,0.004,1.101,750.0051453004,69.13,4.71,757.34631
2024-01-11 21:00:00,0.0,55.252,0.004,1.375,749.8519076338,69.11,4.59,757.21283
2024-01-11 22:00:00,0.0,56.125,0.004,1.766,749.8522076585999,69.3,4.61,757.13063
2024-01-11 23:00:00,0.0,58.343,0.004,1.797,749.9693673429999,69.78,4.94,757.17423
2024-01-12 00:00:00,0.0,60.058,0.004,1.966,750.1637084071999,73.02,4.2,757.35013
2024-01-12 01:00:00,0.0,62.428,0.004,0.892,750.0738134765,77.65,3.3,757.64077
2024-01-12 02:00:00,0.0,62.393,0.004,1.027,750.3634499177999,81.11,2.83,757.81296
2024-01-12 03:00:00,0.0,62.183,0.004,0.588,750.43955120832,84.06,2.36,757.77153
2024-01-12 04:00:00,0.0,59.736,0.004,-0.004,750.5000737111001,84.25,2.07,757.87451
2024-01-12 05:00:00,0.0,58.597,0.004,-1.041,750.6405228206,87.37,1.53,758.14207
2024-01-12 06:00:00,0.0,56.095,0.003,-1.683,750.97087262726,88.93,1.46,758.28244
2024-01-12 07:00:00,0.0,53.935,0.003,-1.555,751.35798712608,89.8,0.98,758.60738
2024-01-12 08:00:00,14.424,51.416,0.003,-1.111,751.7108612946,91.26,0.7,758.87368
2024-01-12 09:00:00,134.342,45.402,0.003,0.458,752.0877674495999,88.31,1.64,759.26
2024-01-12 10:00:00,288.644,34.336,0.003,2.4,752.15396792172,77.4,3.46,759.41459
2024-01-12 11:00:00,433.126,28.13,0.002,4.247,752.1323586355,52.23,5.66,759.04816
2024-01-12 12:00:00,507.63,26.115,0.002,5.756,752.0153864666,34.67,6.68,758.85111
2024-01-12 13:00:00,525.378,23.775,0.002,5.732,751.8956765714,30.66,7.09,758.35109
2024-01-12 14:00:00,475.615,22.786,0.002,5.469,751.9168283198,33.68,7.71,758.29847
