datetime,일사량(w/m^2)_예측,습도(%)_예측,절대습도_예측,기온(degC)_예측,대기압(mmHg)_예측,hour,month,weekday,일사량x기온,습도x기온,일사량x절대습도,humidity_lag_1h,humidity_lag_3h,humidity_lag_6h,humidity_lag_12h,humidity_lag_24h,습도(%)_관측,기온(degC)_관측,대기압(mmHg)_관측
2024-05-06 18:00:00,65.199,59.624,0.009,15.081,743.7260762736,18,5,0,983.2661189999999,899.189544,0.586791,61.514,58.079,62.667,74.197,77.661,88.17,14.72,750.7943
2024-05-06 19:00:00,10.97,62.761,0.009,14.249,743.9166670278,19,5,0,156.31153,894.2814890000001,0.09873,59.624,58.001,60.688,72.071,77.26,89.91,14.62,751.07703
2024-05-06 20:00:00,0.0,60.108,0.009,13.759,744.0414023384001,20,5,0,0.0,827.025972,0.0,62.761,61.514,57.465,69.91,76.826,87.65,14.72,751.37107
2024-05-06 21:00:00,0.0,60.62,0.009,13.331,744.1941149616,21,5,0,0.0,808.1252199999999,0.0,60.108,59.624,58.079,67.208,75.592,87.04,14.59,751.55712
2024-05-06 22:00:00,0.0,62.327,0.009,13.299,744.135760138,22,5,0,0.0,828.886773,0.0,60.62,62.761,58.001,65.301,73.846,87.41,14.46,751.57268
2024-05-06 23:00:00,0.0,62.941,0.009,13.271,743.96746872706,23,5,0,0.0,835.290011,0.0,62.327,60.108,61.514,64.494,71.409,86.88,14.46,751.42071
2024-05-07 00:00:00,0.0,64.188,0.009,13.309,743.7957570334,0,5,1,0.0,854.278092,0.0,62.941,60.62,59.624,62.667,68.531,85.1,14.55,751.16714
2024-05-07 01:00:00,0.0,65.246,0.009,13.28,744.5144664418,1,5,1,0.0,866.46688,0.0,64.188,62.327,62.761,60.688,76.468,85.06,14.6,751.00812
2024-05-07 02:00:00,0.0,65.491,0.009,13.125,744.343152281,2,5,1,0.0,859.569375,0.0,65.246,62.941,60.108,57.465,76.436,81.54,14.65,750.60983
2024-05-07 03:00:00,0.0,64.547,0.009,13.024,744.23029795248,3,5,1,0.0,840.6601279999999,0.0,65.491,64.188,60.62,58.079,76.733,84.03,14.4,750.49969
2024-05-07 04:00:00,0.0,66.587,0.009,12.945,744.161262246,4,5,1,0.0,861.9687150000001,0.0,64.547,65.246,62.327,58.001,75.806,85.77,14.03,750.51965
2024-05-07 05:00:00,0.0,66.533,0.009,12.934,744.1629498855,5,5,1,0.0,860.537822,0.0,66.587,65.491,62.941,61.514,74.99,88.34,13.88,750.68908
2024-05-07 06:00:00,7.295,68.617,0.009,13.012,744.32217304686,6,5,1,94.92254,892.844404,0.06565499999999999,66.533,64.547,64.188,59.624,74.197,87.96,14.13,750.98349
2024-05-07 07:00:00,26.2,68.653,0.009,13.201,744.5499818775,7,5,1,345.8662,906.2882530000002,0.23579999999999998,68.617,66.587,65.246,62.761,72.071,88.32,14.17,751.33059
2024-05-07 08:00:00,66.883,68.783,0.009,13.506,744.8111159628,8,5,1,903.321798,928.983198,0.6019469999999999,68.653,66.533,65.491,60.108,69.91,87.77,14.17,751.70542
2024-05-07 09:00:00,103.945,69.102,0.009,13.587,745.068087204,9,5,1,1412.3007149999999,938.888874,0.9355049999999999,68.783,68.617,64.547,60.62,67.208,81.17,14.89,752.0003
2024-05-07 10:00:00,123.869,68.372,0.009,13.91,745.2649034728,10,5,1,1723.01779,951.05452,1.1148209999999998,69.102,68.653,66.587,62.327,65.301,79.43,15.62,752.05609
2024-05-07 11:00:00,149.695,67.016,0.009,14.329,745.42799695408,11,5,1,2144.979655,960.2722640000001,1.3472549999999999,68.372,68.783,66.533,62.941,64.494,81.03,15.54,752.22991
2024-05-07 12:00:00,195.832,67.131,0.009,14.701,745.53832357366,12,5,1,2878.926232,986.892831,1.7624879999999998,67.016,69.102,68.617,64.188,62.667,80.21,15.75,752.36085
2024-05-07 13:00:00,190.512,65.144,0.009,14.955,745.6026563914,13,5,1,2849.10696,974.2285200000001,1.714608,67.131,68.372,68.653,65.246,60.688,77.76,16.32,752.40638
2024-05-07 14:00:00,172.194,66.97,0.009,14.569,745.6817129262,14,5,1,2508.694386,975.68593,1.5497459999999998,65.144,67.016,68.783,65.491,57.465,76.51,16.46,752.41207
2024-05-07 15:00:00,165.861,67.723,0.009,14.56,745.70794259434,15,5,1,2414.9361599999997,986.04688,1.4927489999999999,66.97,67.131,69.102,64.547,58.079,78.96,16.27,752.45338
2024-05-07 16:00:00,159.375,66.027,0.009,14.459,745.83297042912,16,5,1,2304.403125,954.684393,1.434375,67.723,65.144,68.372,66.587,58.001,87.4,15.02,752.60492
2024-05-07 17:00:00,71.731,65.343,0.009,14.155,745.9785874657999,17,5,1,1015.3523049999999,924.930165,0.6455789999999999,66.027,66.97,67.016,66.533,61.514,90.51,14.09,752.9383
2024-05-07 18:00:00,31.714,67.537,0.009,13.51,746.2387089674,18,5,1,428.45613999999995,912.42487,0.28542599999999996,65.343,67.723,67.131,68.617,59.624,93.03,13.4,753.544
2024-05-07 19:00:00,6.556,70.161,0.008,12.539,746.80803602788,19,5,1,82.205684,879.748779,0.052448,67.537,66.027,65.144,68.653,62.761,91.48,12.94,754.14603
2024-05-07 20:00:00,0.0,70.094,0.008,12.013,747.5351911344001,20,5,1,0.0,842.0392219999999,0.0,70.161,65.343,66.97,68.783,60.108,92.01,12.6,754.94507
2024-05-07 21:00:00,0.0,69.681,0.008,11.511,748.26325381594,21,5,1,0.0,802.0979909999999,0.0,70.094,67.537,67.723,69.102,60.62,92.35,12.56,755.72702
2024-05-07 22:00:00,0.0,68.663,0.008,11.114,748.5884281948,22,5,1,0.0,763.120582,0.0,69.681,70.161,66.027,68.372,62.327,89.91,12.52,756.20907
2024-05-07 23:00:00,0.0,67.815,0.007,10.985,748.8670762278,23,5,1,0.0,744.947775,0.0,68.663,70.094,65.343,67.016,62.941,89.58,12.29,756.5333
2024-05-08 00:00:00,0.0,65.541,0.007,10.753,749.0053501575,0,5,2,0.0,704.762373,0.0,67.815,69.681,67.537,67.131,64.188,88.71,12.11,756.69744
2024-05-08 01:00:00,0.0,63.241,0.007,10.501,749.620588513,1,5,2,0.0,664.0937409999999,0.0,65.541,68.663,70.161,65.144,65.246,89.05,11.8,756.71464
2024-05-08 02:00:00,0.0,61.206,0.007,10.16,749.80027336572,2,5,2,0.0,621.85296,0.0,63.241,67.815,70.094,66.97,65.491,87.17,11.73,756.73541
2024-05-08 03:00:00,0.0,58.259,0.007,9.695,749.9638918904,3,5,2,0.0,564.821005,0.0,61.206,65.541,69.681,67.723,64.547,88.36,11.65,756.89826
2024-05-08 04:00:00,0.0,57.412,0.007,9.367,750.2016615443999,4,5,2,0.0,537.7782040000001,0.0,58.259,63.241,68.663,66.027,66.587,90.82,11.48,757.07618
2024-05-08 05:00:00,0.0,56.504,0.007,9.267,750.488785278,5,5,2,0.0,523.622568,0.0,57.412,61.206,67.815,65.343,66.533,87.91,11.11,757.4596
2024-05-08 06:00:00,23.151,55.597,0.006,9.023,750.71038359528,6,5,2,208.891473,501.651731,0.138906,56.504,58.259,65.541,67.537,68.617,83.49,11.08,757.8597
2024-05-08 07:00:00,129.675,55.475,0.007,10.724,751.0601075034,7,5,2,1390.6347,594.9139,0.9077250000000001,55.597,57.412,63.241,70.161,68.653,69.75,13.42,758.4203
2024-05-08 08:00:00,274.18,52.015,0.006,12.341,751.31038069094,8,5,2,3383.6553799999997,641.917115,1.64508,55.475,56.504,61.206,70.094,68.783,62.6,15.32,758.55298
2024-05-08 09:00:00,437.055,47.54,0.006,14.489,751.5356168089199,9,5,2,6332.489895000001,688.80706,2.6223300000000003,52.015,55.597,58.259,69.681,69.102,51.75,16.49,758.65869
2024-05-08 10:00:00,607.607,43.195,0.006,16.983,751.4549401401999,10,5,2,10318.989681,733.580685,3.645642,47.54,55.475,57.412,68.663,68.372,50.63,16.36,758.68086
2024-05-08 11:00:00,740.932,39.611,0.006,18.766,751.2620241938,11,5,2,13904.329912,743.3400259999999,4.445592,43.195,52.015,56.504,67.815,67.016,49.36,17.03,758.66015
2024-05-08 12:00:00,792.644,37.445,0.006,20.639,751.0499066602,12,5,2,16359.379515999999,772.827355,4.755864,39.611,47.54,55.597,65.541,67.131,45.05,17.59,758.4223
2024-05-08 13:00:00,848.083,35.07,0.005,20.774,750.7857348238,13,5,2,17618.076242,728.54418,4.240415,37.445,43.195,55.475,63.241,65.144,41.91,17.89,758.17043
2024-05-08 14:00:00,746.843,33.119,0.005,21.154,750.55024535828,14,5,2,15798.716821999999,700.599326,3.734215,35.07,39.611,52.015,61.206,66.97,38.44,18.43,757.8154
2024-05-08 15:00:00,645.876,33.738,0.005,20.076,750.3677252712,15,5,2,12966.606576,677.324088,3.22938,33.119,37.445,47.54,58.259,67.723,36.44,18.93,757.51668
2024-05-08 16:00:00,513.523,29.414,0.005,19.656,750.2294138384,16,5,2,10093.808088,578.161584,2.567615,33.738,35.07,43.195,57.412,66.027,35.11,19.2,757.14941
2024-05-08 17:00:00,342.476,31.638,0.006,18.389,750.1932983531001,17,5,2,6297.791164,581.791182,2.054856,29.414,33.119,39.611,56.504,65.343,34.76,19.25,756.96885
2024-05-08 18:00:00,172.842,34.387,0.006,16.871,750.1626283179199,18,5,2,2916.017382,580.143077,1.037052,31.638,33.738,37.445,55.597,67.537,37.41,19.03,756.96309
2024-05-08 19:00:00,16.699,40.368,0.007,14.464,750.5548657402001,19,5,2,241.53433600000002,583.8827520000001,0.11689300000000001,34.387,29.414,35.07,55.475,70.161,46.85,17.95,757.13412
2024-05-08 20:00:00,0.0,44.157,0.007,12.49,751.08880487552,20,5,2,0.0,551.52093,0.0,40.368,31.638,33.119,52.015,70.094,59.37,16.04,757.64949
2024-05-08 21:00:00,0.0,46.227,0.006,11.077,751.6672826924,21,5,2,0.0,512.056479,0.0,44.157,34.387,33.738,47.54,69.681,71.05,13.88,758.2107
2024-05-08 22:00:00,0.0,47.084,0.006,10.437,751.8870508584,22,5,2,0.0,491.415708,0.0,46.227,40.368,29.414,43.195,68.663,75.25,13.02,758.45772
2024-05-08 23:00:00,0.0,50.909,0.006,9.883,751.96645242172,23,5,2,0.0,503.13364699999994,0.0,47.084,44.157,31.638,39.611,67.815,79.81,12.21,758.61486
2024-05-09 00:00:00,0.0,53.449,0.006,9.379,752.0462515179,0,5,3,0.0,501.29817099999997,0.0,50.909,46.227,34.387,37.445,65.541,82.79,11.58,758.69204
2024-05-09 01:00:00,0.0,53.164,0.006,9.212,752.309185752,1,5,3,0.0,489.746768,0.0,53.449,47.084,40.368,35.07,63.241,85.78,10.76,758.77075
2024-05-09 02:00:00,0.0,53.074,0.006,8.971,752.3966429812,2,5,3,0.0,476.126854,0.0,53.164,50.909,44.157,33.119,61.206,86.33,10.44,759.07857
2024-05-09 03:00:00,0.0,52.984,0.006,8.7,752.45969319292,3,5,3,0.0,460.9608,0.0,53.074,53.449,46.227,33.738,58.259,87.66,9.86,759.31931
2024-05-09 04:00:00,0.0,52.414,0.006,8.561,752.66849545248,4,5,3,0.0,448.716254,0.0,52.984,53.164,47.084,29.414,57.412,88.38,9.28,759.50286
2024-05-09 05:00:00,0.0,54.187,0.006,8.46,752.9284369392,5,5,3,0.0,458.42202000000003,0.0,52.414,53.074,50.909,31.638,56.504,88.64,8.85,759.60322
2024-05-09 06:00:00,27.464,55.375,0.006,8.798,753.2267365966,6,5,3,241.62827199999998,487.18925,0.16478399999999999,54.187,52.984,53.449,34.387,55.597,83.24,10.3,759.74288
2024-05-09 07:00:00,206.054,48.417,0.006,12.3,753.4248279707999,7,5,3,2534.4642000000003,595.5291000000001,1.236324,55.375,52.414,53.164,40.368,55.475,73.06,12.84,759.78229
2024-05-09 08:00:00,417.401,44.352,0.006,15.743,753.56271936888,8,5,3,6571.143943,698.233536,2.504406,48.417,54.187,53.074,44.157,52.015,63.19,15.88,759.73644
2024-05-09 09:00:00,605.393,41.243,0.006,19.073,753.5611892424,9,5,3,11546.660689,786.627739,3.6323580000000004,44.352,55.375,52.984,46.227,47.54,52.33,18.13,759.48207
2024-05-09 10:00:00,756.618,39.466,0.006,20.738,753.3375957602001,10,5,3,15690.744084,818.445908,4.539708,41.243,48.417,52.414,47.084,43.195,38.74,19.23,759.15364
2024-05-09 11:00:00,856.508,38.75,0.006,22.104,753.085124891,11,5,3,18932.252832000002,856.53,5.139048000000001,39.466,44.352,54.187,50.909,39.611,38.58,20.74,759.07409
2024-05-09 12:00:00,876.519,37.997,0.006,23.252,752.7373961478,12,5,3,20380.819788,883.5062439999999,5.259114,38.75,41.243,55.375,53.449,37.445,38.62,21.83,758.80895
2024-05-09 13:00:00,879.972,37.123,0.006,23.58,752.30843569,13,5,3,20749.739759999997,875.3603399999998,5.279832,37.997,39.466,48.417,53.164,35.07,36.77,22.12,758.4215
2024-05-09 14:00:00,808.486,35.277,0.006,23.547,751.83877686808,14,5,3,19037.419842,830.6675190000001,4.850916,37.123,38.75,44.352,53.074,33.119,32.31,22.66,757.88745
2024-05-09 15:00:00,686.192,34.153,0.006,23.05,751.4648409586,15,5,3,15816.7256,787.22665,4.117152,35.277,37.997,41.243,52.984,33.738,29.38,22.53,757.42572
2024-05-09 16:00:00,553.016,33.342,0.006,21.466,751.410986507,16,5,3,11871.041455999999,715.719372,3.3180959999999997,34.153,37.123,39.466,52.414,29.414,30.32,22.27,757.16298
2024-05-09 17:00:00,386.376,33.489,0.006,19.534,751.5511355917,17,5,3,7547.468783999999,654.1741259999999,2.318256,33.342,35.277,38.75,54.187,31.638,33.37,21.61,757.19878
2024-05-09 18:00:00,183.39,35.943,0.006,17.449,751.6702829403999,18,5,3,3199.97211,627.169407,1.1003399999999999,33.489,34.153,37.997,55.375,34.387,35.3,20.4,757.43667
2024-05-09 19:00:00,17.966,39.594,0.006,15.224,752.00971599788,19,5,3,273.514384,602.7790560000001,0.107796,35.943,33.342,37.123,48.417,40.368,38.54,18.58,757.87743
2024-05-09 20:00:00,0.0,40.62,0.006,13.372,752.453572687,20,5,3,0.0,543.1706399999999,0.0,39.594,33.489,35.277,44.352,44.157,43.92,16.92,758.42383
2024-05-09 21:00:00,0.0,44.157,0.006,11.96,752.8596562538,21,5,3,0.0,528.11772,0.0,40.62,35.943,34.153,41.243,46.227,49.53,16.12,758.89718
2024-05-09 22:00:00,0.0,48.624,0.007,11.606,752.8618689367,22,5,3,0.0,564.330144,0.0,44.157,39.594,33.342,39.466,47.084,53.65,15.68,759.16578
2024-05-09 23:00:00,0.0,52.657,0.007,11.223,752.8476552618,23,5,3,0.0,590.969511,0.0,48.624,40.62,33.489,38.75,50.909,59.51,15.31,759.18055
2024-05-10 00:00:00,0.0,55.486,0.007,10.826,752.7957134682999,0,5,4,0.0,600.691436,0.0,52.657,44.157,35.943,37.997,53.449,67.07,13.51,759.32628
2024-05-10 01:00:00,0.0,56.974,0.007,10.929,752.4003932912001,1,5,4,0.0,622.668846,0.0,55.486,48.624,39.594,37.123,53.164,70.01,12.26,759.26318
2024-05-10 02:00:00,0.0,57.517,0.007,10.68,752.3391507289,2,5,4,0.0,614.28156,0.0,56.974,52.657,40.62,35.277,53.074,72.16,11.97,759.08772
2024-05-10 03:00:00,0.0,57.989,0.007,10.431,752.3435385916,3,5,4,0.0,604.883259,0.0,57.517,55.486,44.157,34.153,52.984,75.67,11.44,759.05492
2024-05-10 04:00:00,0.0,57.892,0.007,10.246,752.4190698350001,4,5,4,0.0,593.1614320000001,0.0,57.989,56.974,48.624,33.342,52.414,78.22,10.95,759.00511
2024-05-10 05:00:00,0.0,57.636,0.007,10.03,752.5523933555,5,5,4,0.0,578.08908,0.0,57.892,57.517,52.657,33.489,54.187,80.38,10.53,759.06117
2024-05-10 06:00:00,28.646,57.206,0.007,10.275,752.6370378522,6,5,4,294.33765,587.79165,0.200522,57.636,57.989,55.486,35.943,55.375,77.69,11.95,759.31191
2024-05-10 07:00:00,196.345,54.247,0.007,13.846,752.830853873,7,5,4,2718.59287,751.103962,1.374415,57.206,57.892,56.974,39.594,48.417,67.86,14.66,759.68006
2024-05-10 08:00:00,397.818,50.595,0.007,17.419,752.9319622306,8,5,4,6929.591742,881.314305,2.784726,54.247,57.636,57.517,40.62,44.352,55.18,17.61,759.55382
2024-05-10 09:00:00,593.969,43.841,0.007,20.75,752.9355250251,9,5,4,12324.85675,909.70075,4.157783,50.595,57.206,57.989,44.157,41.243,47.03,19.73,759.40637
2024-05-10 10:00:00,733.366,37.88,0.007,22.477,752.7838624887,10,5,4,16483.867582,851.4287600000001,5.133562,43.841,54.247,57.892,48.624,39.466,40.56,21.6,759.31745
2024-05-10 11:00:00,832.976,37.167,0.007,23.838,752.5840834749999,11,5,4,19856.481888000002,885.9869460000001,5.830832,37.88,50.595,57.636,52.657,38.75,32.88,23.32,759.22171
2024-05-10 12:00:00,891.473,33.076,0.007,25.219,752.2902091834,12,5,4,22482.057587,834.1436440000001,6.240311,37.167,43.841,57.206,55.486,37.997,29.46,24.57,758.68716
2024-05-10 13:00:00,917.143,30.499,0.007,25.305,751.9077150665,13,5,4,23208.303615,771.777195,6.420001,33.076,37.88,54.247,56.974,37.123,29.61,24.44,758.13254
2024-05-10 14:00:00,862.091,30.118,0.007,24.949,751.4621857391201,14,5,4,21508.308359000002,751.413982,6.034637,30.499,37.167,50.595,57.517,35.277,29.69,24.45,757.64389
2024-05-10 15:00:00,735.697,33.172,0.007,24.59,751.0569872454801,15,5,4,18090.78923,815.6994799999999,5.149879,30.118,33.076,43.841,57.989,34.153,26.2,24.63,757.11004
2024-05-10 16:00:00,581.87,33.303,0.007,23.125,750.8324636864,16,5,4,13455.74375,770.1318749999999,4.0730900000000005,33.172,30.499,37.88,57.892,33.342,27.86,24.68,756.62791
2024-05-10 17:00:00,389.738,31.951,0.007,21.2,750.66629495092,17,5,4,8262.4456,677.3611999999999,2.728166,33.303,30.118,37.167,57.636,33.489,31.62,24.15,756.44803
2024-05-10 18:00:00,184.902,34.396,0.007,19.039,750.60591495992,18,5,4,3520.349178,654.865444,1.294314,31.951,33.172,33.076,57.206,35.943,34.23,23.18,756.33856
2024-05-10 19:00:00,19.134,36.607,0.007,16.507,750.7462815626,19,5,4,315.844938,604.271749,0.133938,34.396,33.303,30.499,54.247,39.594,38.68,21.59,756.60674
2024-05-10 20:00:00,0.0,44.014,0.007,14.646,750.8926186588,20,5,4,0.0,644.629044,0.0,36.607,31.951,30.118,50.595,40.62,44.44,19.81,756.91397
2024-05-10 21:00:00,0.0,47.784,0.007,13.076,751.0118785168,21,5,4,0.0,624.823584,0.0,44.014,34.396,33.172,43.841,44.157,47.21,18.53,757.07842
2024-05-10 22:00:00,0.0,49.742,0.008,12.68,750.940697633,22,5,4,0.0,630.7285599999999,0.0,47.784,36.607,33.303,37.88,48.624,52.24,17.56,757.23437
2024-05-10 23:00:00,0.0,50.46,0.008,12.32,750.93585223248,23,5,4,0.0,621.6672,0.0,49.742,44.014,31.951,37.167,52.657,56.34,16.55,757.2993
2024-05-11 00:00:00,0.0,48.641,0.007,11.987,750.88636314172,0,5,5,0.0,583.059667,0.0,50.46,47.784,34.396,33.076,55.486,61.86,15.42,757.30267
2024-05-11 01:00:00,0.0,47.11,0.007,11.404,750.95992922268,1,5,5,0.0,537.24244,0.0,48.641,49.742,36.607,30.499,56.974,70.22,13.96,757.33684
2024-05-11 02:00:00,0.0,48.774,0.007,10.958,750.7045031092,2,5,5,0.0,534.465492,0.0,47.11,50.46,44.014,30.118,57.517,74.13,13.1,757.08678
2024-05-11 03:00:00,0.0,48.52,0.007,10.684,750.3847966823199,3,5,5,0.0,518.38768,0.0,48.774,48.641,47.784,33.172,57.989,75.18,13.32,756.7125
2024-05-11 04:00:00,0.0,49.884,0.007,10.599,750.0437359903,4,5,5,0.0,528.720516,0.0,48.52,47.11,49.742,33.303,57.892,72.38,13.89,756.39367
2024-05-11 05:00:00,0.0,49.426,0.007,10.622,749.7960280148,5,5,5,0.0,525.002972,0.0,49.884,48.774,50.46,31.951,57.636,73.83,13.66,755.92948
2024-05-11 06:00:00,30.936,49.535,0.007,11.223,749.6799934234,6,5,5,347.194728,555.931305,0.216552,49.426,48.52,48.641,34.396,57.206,67.76,15.72,755.86568
2024-05-11 07:00:00,197.966,45.975,0.008,14.831,749.53580150452,7,5,5,2936.033746,681.855225,1.583728,49.535,49.884,47.11,36.607,54.247,60.29,18.65,755.71578
2024-05-11 08:00:00,366.579,46.041,0.009,18.277,749.31056538654,8,5,5,6699.964383,841.491357,3.2992109999999997,45.975,49.426,48.774,44.014,50.595,55.02,21.91,755.36845
2024-05-11 09:00:00,527.677,46.35,0.009,21.177,749.102295671,9,5,5,11174.615829,981.55395,4.749093,46.041,49.535,48.52,47.784,43.841,48.73,24.21,754.95046
2024-05-11 10:00:00,558.079,46.931,0.01,22.271,748.6305816792,10,5,5,12428.977409,1045.200301,5.5807899999999995,46.35,45.975,49.884,49.742,37.88,48.26,24.4,754.68984
2024-05-11 11:00:00,636.034,44.998,0.009,22.745,748.2327487944,11,5,5,14466.59333,1023.47951,5.7243059999999995,46.931,46.041,49.426,50.46,37.167,44.79,25.3,754.12962
2024-05-11 12:00:00,579.498,46.845,0.009,23.149,747.76406505308,12,5,5,13414.799202000002,1084.414905,5.215482,44.998,46.35,49.535,48.641,33.076,43.86,25.66,753.63188
2024-05-11 13:00:00,561.972,45.948,0.009,23.989,747.0708652533,13,5,5,13481.146308,1102.246572,5.057747999999999,46.845,46.931,45.975,47.11,30.499,44.1,25.14,753.07935
2024-05-11 14:00:00,495.185,46.946,0.01,24.18,746.49279997052,14,5,5,11973.5733,1135.15428,4.95185,45.948,44.998,46.041,48.774,30.118,46.73,24.53,752.48464
2024-05-11 15:00:00,355.32,47.705,0.01,23.712,746.0183782549001,15,5,5,8425.34784,1131.18096,3.5532,46.946,46.845,46.35,48.52,33.172,47.15,24.97,751.66058
2024-05-11 16:00:00,215.831,51.232,0.01,22.257,745.7422429296,16,5,5,4803.750567,1140.270624,2.1583099999999997,47.705,45.948,46.931,49.884,33.303,48.45,25.47,751.18334
2024-05-11 17:00:00,102.676,55.783,0.01,20.472,745.5045857849,17,5,5,2101.983072,1141.9895760000002,1.0267600000000001,51.232,46.946,44.998,49.426,31.951,53.89,24.64,750.86997
2024-05-11 18:00:00,48.099,60.026,0.01,19.236,745.2029858546999,18,5,5,925.232364,1154.6601360000002,0.48099,55.783,47.705,46.845,49.535,34.396,69.29,22.2,751.05367
2024-05-11 19:00:00,10.543,61.196,0.011,18.616,745.3420848526,19,5,5,196.268488,1139.224736,0.11597299999999998,60.026,51.232,45.948,45.975,36.607,79.8,20.19,751.29413
2024-05-11 20:00:00,0.0,64.579,0.011,18.041,745.45193893312,20,5,5,0.0,1165.0697389999998,0.0,61.196,55.783,46.946,46.041,44.014,83.39,19.47,751.58172
2024-05-11 21:00:00,0.0,65.467,0.011,17.616,745.6748873619999,21,5,5,0.0,1153.266672,0.0,64.579,60.026,47.705,46.35,47.784,85.29,19.05,751.80247
2024-05-11 22:00:00,0.0,64.959,0.011,17.137,745.58955280826,22,5,5,0.0,1113.202383,0.0,65.467,61.196,51.232,46.931,49.742,86.29,18.88,752.03024
2024-05-11 23:00:00,0.0,69.015,0.011,16.23,745.5658283472,23,5,5,0.0,1120.11345,0.0,64.959,64.579,55.783,44.998,50.46,86.48,18.64,752.12554
2024-05-12 00:00:00,0.0,69.629,0.01,15.602,745.5820296864,0,5,6,0.0,1086.351658,0.0,69.015,65.467,60.026,46.845,48.641,85.48,17.59,752.37389
2024-05-12 01:00:00,0.0,74.53,0.01,14.738,745.57705677534,1,5,6,0.0,1098.4231399999999,0.0,69.629,64.959,61.196,45.948,47.11,83.04,16.76,752.43708
2024-05-12 02:00:00,0.0,68.837,0.009,14.177,745.47601592332,2,5,6,0.0,975.902149,0.0,74.53,69.015,64.579,46.946,48.774,81.65,16.05,752.55231
2024-05-12 03:00:00,0.0,71.563,0.009,14.179,745.3414097968,3,5,6,0.0,1014.691777,0.0,68.837,69.629,65.467,47.705,48.52,82.94,14.96,752.76923
2024-05-12 04:00:00,0.0,67.988,0.009,13.612,745.4999729036,4,5,6,0.0,925.452656,0.0,71.563,74.53,64.959,51.232,49.884,85.96,14.26,752.79016
2024-05-12 05:00:00,0.0,62.814,0.009,12.667,745.58460989968,5,5,6,0.0,795.664938,0.0,67.988,68.837,69.015,55.783,49.426,87.34,13.52,753.01421
2024-05-12 06:00:00,24.979,56.173,0.008,12.334,745.7065399784001,6,5,6,308.090986,692.837782,0.199832,62.814,71.563,69.629,60.026,49.535,87.29,12.8,753.25361
2024-05-12 07:00:00,135.65,47.126,0.007,13.913,745.91345208172,7,5,6,1887.29845,655.664038,0.94955,56.173,67.988,74.53,61.196,45.975,85.36,13.37,753.41205
2024-05-12 08:00:00,307.509,42.854,0.007,15.977,745.9845129556,8,5,6,4913.071293,684.678358,2.1525630000000002,47.126,62.814,68.837,64.579,46.041,70.13,16.57,753.31875
2024-05-12 09:00:00,482.304,36.668,0.006,18.003,746.0197658696001,9,5,6,8682.918912,660.134004,2.893824,42.854,56.173,71.563,65.467,46.35,55.29,19.44,753.11055
2024-05-12 10:00:00,670.299,33.548,0.006,19.845,745.9256705917,10,5,6,13302.083654999999,665.76006,4.021794,36.668,47.126,67.988,64.959,46.931,48.01,21.17,752.93712
2024-05-12 11:00:00,776.869,29.222,0.006,21.5,745.74369804988,11,5,6,16702.6835,628.273,4.661214,33.548,42.854,62.814,69.015,44.998,36.56,22.63,752.74016
2024-05-12 12:00:00,799.284,28.829,0.006,22.465,745.514749125,12,5,6,17955.91506,647.643485,4.795704,29.222,36.668,56.173,69.629,46.845,34.89,23.7,752.37629
2024-05-12 13:00:00,816.772,30.803,0.006,22.651,745.1739584553001,13,5,6,18500.702572000002,697.718753,4.900632000000001,28.829,33.548,47.126,74.53,45.948,31.49,22.6,752.17542
2024-05-12 14:00:00,738.334,29.947,0.006,22.518,744.8777964746,14,5,6,16625.805012,674.346546,4.430003999999999,30.803,29.222,42.854,68.837,46.946,34.25,22.13,751.91708
2024-05-12 15:00:00,590.06,27.238,0.006,21.698,744.69235114572,15,5,6,12803.121879999999,591.010124,3.5403599999999997,29.947,28.829,36.668,71.563,47.705,32.37,21.68,751.92137
2024-05-12 16:00:00,440.491,24.885,0.006,20.369,744.77695813932,16,5,6,8972.361179,506.882565,2.642946,27.238,30.803,33.548,67.988,51.232,32.08,21.22,752.20646
2024-05-12 17:00:00,320.967,32.042,0.007,19.256,744.9044986818001,17,5,6,6180.5405519999995,617.000752,2.246769,24.885,29.947,29.222,62.814,55.783,36.96,20.72,752.26883
2024-05-12 18:00:00,174.336,31.557,0.007,17.504,745.1437684598,18,5,6,3051.5773440000003,552.373728,1.220352,32.042,27.238,28.829,56.173,60.026,40.58,20.21,752.56892
2024-05-12 19:00:00,21.358,33.342,0.006,15.357,745.6165325384001,19,5,6,327.994806,512.033094,0.128148,31.557,24.885,30.803,47.126,61.196,46.27,18.72,753.03083
2024-05-12 20:00:00,0.0,35.073,0.006,13.554,746.1140111599,20,5,6,0.0,475.37944200000004,0.0,33.342,32.042,29.947,42.854,64.579,51.55,17.28,753.39192
2024-05-12 21:00:00,0.0,35.253,0.006,12.09,746.5613106336,21,5,6,0.0,426.20877,0.0,35.073,31.557,27.238,36.668,65.467,59.88,16.08,753.9044
2024-05-12 22:00:00,0.0,37.223,0.006,11.602,746.6838707644,22,5,6,0.0,431.861246,0.0,35.253,33.342,24.885,33.548,64.959,63.32,14.97,754.14904
2024-05-12 23:00:00,0.0,40.455,0.006,11.056,746.8319330032,23,5,6,0.0,447.27047999999996,0.0,37.223,35.073,32.042,29.222,69.015,65.86,14.13,754.46163
