datetime,일사량(w/m^2)_예측,습도(%)_예측,절대습도_예측,기온(degC)_예측,대기압(mmHg)_예측,hour,month,weekday,일사량x기온,습도x기온,일사량x절대습도,humidity_lag_1h,humidity_lag_3h,humidity_lag_6h,humidity_lag_12h,humidity_lag_24h,습도(%)_관측,기온(degC)_관측,대기압(mmHg)_관측
2024-07-31 09:00:00,397.357,59.292,0.018,28.847,744.6900184529,9,7,2,11462.557379000002,1710.396324,7.152426,61.638,64.714,61.139,57.138,59.502,71.7,29.78,750.90106
2024-07-31 10:00:00,559.755,57.47,0.018,30.13,744.4523613082,10,7,2,16865.418149999998,1731.5711,10.075589999999998,59.292,63.22,62.587,58.828,56.569,66.52,31.14,750.67875
2024-07-31 11:00:00,682.987,55.948,0.018,31.387,744.1803513239,11,7,2,21436.912969,1756.039876,12.293765999999998,57.47,61.638,62.833,59.527,55.057,59.61,33.04,750.25767
2024-07-31 12:00:00,717.691,54.619,0.018,32.608,743.8324350652,12,7,2,23402.468128,1781.0163519999999,12.918438,55.948,59.292,64.714,58.856,52.891,56.94,33.93,749.91081
2024-07-31 13:00:00,735.077,53.9,0.018,33.131,743.42465635828,13,7,2,24353.836087,1785.7609,13.231385999999999,54.619,57.47,63.22,60.335,51.797,58.08,33.59,749.58733
2024-07-31 14:00:00,750.854,52.972,0.019,33.25,743.1046499066,14,7,2,24965.895500000002,1761.319,14.266226,53.9,55.948,61.638,61.194,50.367,58.66,33.74,749.22494
2024-07-31 15:00:00,685.762,51.925,0.019,33.676,742.8347775990001,15,7,2,23093.721112,1748.6263,13.029478,52.972,54.619,59.292,61.139,47.593,59.62,33.87,748.93925
2024-07-31 16:00:00,537.296,52.123,0.019,32.506,742.7795730358,16,7,2,17465.343776,1694.310238,10.208624,51.925,53.9,57.47,62.587,47.649,60.87,33.61,748.63435
2024-07-31 17:00:00,370.208,51.56,0.019,31.252,742.6134343028,17,7,2,11569.740416,1611.35312,7.033952,52.123,52.972,55.948,62.833,49.137,61.34,33.85,748.42069
2024-07-31 18:00:00,199.537,52.332,0.019,29.968,742.4958995874,18,7,2,5979.724816,1568.285376,3.791203,51.56,51.925,54.619,64.714,51.433,64.67,33.32,748.51707
2024-07-31 19:00:00,34.293,53.908,0.019,28.297,742.7858735566,19,7,2,970.389021,1525.434676,0.651567,52.332,52.123,53.9,63.22,53.458,69.46,32.31,748.63271
2024-07-31 20:00:00,0.0,56.554,0.019,26.702,743.0216930494,20,7,2,0.0,1510.1049080000003,0.0,53.908,51.56,52.972,61.638,55.064,70.03,31.46,749.03217
2024-07-31 21:00:00,0.0,59.305,0.019,25.517,743.30983686732,21,7,2,0.0,1513.285685,0.0,56.554,52.332,51.925,59.292,57.138,70.47,30.67,749.32168
2024-07-31 22:00:00,0.0,59.742,0.019,25.397,743.22642997292,22,7,2,0.0,1517.2675739999997,0.0,59.305,53.908,52.123,57.47,58.828,73.98,29.7,749.1793
2024-07-31 23:00:00,0.0,59.928,0.019,25.035,743.2309603474,23,7,2,0.0,1500.29748,0.0,59.742,56.554,51.56,55.948,59.527,77.14,29.06,748.98503
2024-08-01 00:00:00,0.0,60.62,0.018,24.671,743.158054321,0,8,3,0.0,1495.55602,0.0,59.928,59.305,52.332,54.619,58.856,79.58,28.58,749.13705
2024-08-01 01:00:00,0.0,62.679,0.019,24.64,743.222184622,1,8,3,0.0,1544.41056,0.0,60.62,59.742,53.908,53.9,60.335,79.61,28.71,749.33047
2024-08-01 02:00:00,0.0,62.489,0.019,24.596,742.9738390937999,2,8,3,0.0,1536.9794439999998,0.0,62.679,59.928,56.554,52.972,61.194,80.17,28.59,749.39014
2024-08-01 03:00:00,0.0,61.895,0.018,24.501,742.793524189,3,8,3,0.0,1516.489395,0.0,62.489,60.62,59.305,51.925,61.139,80.55,28.37,749.18494
2024-08-01 04:00:00,0.0,62.208,0.018,24.657,742.82754700132,4,8,3,0.0,1533.862656,0.0,61.895,62.679,59.742,52.123,62.587,82.31,27.81,748.92662
2024-08-01 05:00:00,0.0,62.209,0.018,24.571,742.98054464808,5,8,3,0.0,1528.5373390000002,0.0,62.208,62.489,59.928,51.56,62.833,83.97,27.25,748.88882
2024-08-01 06:00:00,8.736,61.989,0.018,24.791,743.153553949,6,8,3,216.57417600000002,1536.769299,0.157248,62.209,61.895,60.62,52.332,64.714,81.51,27.74,748.80417
2024-08-01 07:00:00,134.464,61.719,0.018,26.168,743.29482062608,7,8,3,3518.6539519999997,1615.062792,2.420352,61.989,62.208,62.679,53.908,63.22,79.6,28.26,749.10171
2024-08-01 08:00:00,287.805,59.669,0.018,27.805,743.2174592314,8,8,3,8002.418025,1659.0965449999999,5.18049,61.719,62.209,62.489,56.554,61.638,77.23,28.77,749.26974
2024-08-01 09:00:00,422.607,59.91,0.019,29.229,743.1574542714001,9,8,3,12352.380003,1751.1093899999998,8.029533,59.669,61.989,61.895,59.305,59.292,68.74,30.68,749.00303
2024-08-01 10:00:00,531.852,58.355,0.019,30.073,742.91146393788,10,8,3,15994.385196,1754.909915,10.105188,59.91,61.719,62.208,59.742,57.47,64.59,31.79,748.85524
2024-08-01 11:00:00,620.08,57.668,0.019,31.003,742.8769310834,11,8,3,19224.34024,1787.881004,11.78152,58.355,59.669,62.209,59.928,55.948,61.35,32.77,748.79029
2024-08-01 12:00:00,576.398,57.276,0.019,31.597,742.6462120122001,12,8,3,18212.447606,1809.7497720000001,10.951562000000001,57.668,59.91,61.989,60.62,54.619,59.34,33.37,748.49032
2024-08-01 13:00:00,617.219,56.408,0.019,32.276,742.27172855746,13,8,3,19921.360444000005,1820.6246080000003,11.727161,57.276,58.355,61.719,62.679,53.9,60.36,33.49,748.252
2024-08-01 14:00:00,620.376,56.657,0.02,32.629,741.9718312680001,14,8,3,20242.248504,1848.6612529999998,12.40752,56.408,57.668,59.669,62.489,52.972,59.4,33.69,747.87648
2024-08-01 15:00:00,573.442,56.744,0.02,32.99,741.7823656068,15,8,3,18917.851580000002,1871.98456,11.46884,56.657,57.276,59.91,61.895,51.925,59.07,33.99,747.35617
2024-08-01 16:00:00,466.661,55.608,0.02,32.342,741.6079011856,16,8,3,15092.750062,1798.4739359999999,9.33322,56.744,56.408,58.355,62.208,52.123,60.4,34.11,746.87883
2024-08-01 17:00:00,330.535,58.181,0.02,31.405,741.3852452809,17,8,3,10380.451675000002,1827.174305,6.6107000000000005,55.608,56.657,57.668,62.209,51.56,62.12,33.92,746.939
2024-08-01 18:00:00,182.386,59.231,0.02,30.356,741.2267196772,18,8,3,5536.509416,1798.0162360000002,3.64772,58.181,56.744,57.276,61.989,52.332,64.48,33.39,747.15339
2024-08-01 19:00:00,33.068,60.667,0.02,28.689,741.56090230068,19,8,3,948.6878519999999,1740.475563,0.66136,59.231,55.608,56.408,61.719,53.908,70.8,32.51,747.31081
2024-08-01 20:00:00,0.0,61.976,0.02,27.35,741.8993752788,20,8,3,0.0,1695.0436,0.0,60.667,58.181,56.657,59.669,56.554,76.39,31.35,747.57709
2024-08-01 21:00:00,0.0,63.229,0.02,26.313,742.2565548032001,21,8,3,0.0,1663.744677,0.0,61.976,59.231,56.744,59.91,59.305,75.75,30.98,748.00346
2024-08-01 22:00:00,0.0,65.24,0.02,26.014,742.3782898658,22,8,3,0.0,1697.1533599999998,0.0,63.229,60.667,55.608,58.355,59.742,77.65,30.35,748.24366
2024-08-01 23:00:00,0.0,66.842,0.02,25.837,742.43617215034,23,8,3,0.0,1726.996754,0.0,65.24,61.976,58.181,57.668,59.928,79.58,29.82,748.57082
2024-08-02 00:00:00,0.0,67.802,0.02,25.651,742.3081590688,0,8,4,0.0,1739.189102,0.0,66.842,63.229,59.231,57.276,60.62,80.14,29.61,748.53192
2024-08-02 01:00:00,0.0,67.308,0.02,25.72,742.2465789785999,1,8,4,0.0,1731.1617600000002,0.0,67.802,65.24,60.667,56.408,62.679,81.76,29.14,748.17634
2024-08-02 02:00:00,0.0,68.206,0.02,25.635,741.9226272008,2,8,4,0.0,1748.4608100000003,0.0,67.308,66.842,61.976,56.657,62.489,81.61,29.01,747.91455
2024-08-02 03:00:00,0.0,68.273,0.019,25.357,741.7729898318,3,8,4,0.0,1731.198461,0.0,68.206,67.802,63.229,56.744,61.895,82.26,28.95,747.92266
2024-08-02 04:00:00,0.0,68.141,0.019,25.336,741.67260153372,4,8,4,0.0,1726.420376,0.0,68.273,67.308,65.24,55.608,62.208,82.65,28.93,748.12492
2024-08-02 05:00:00,0.0,67.98,0.019,25.247,741.67956210908,5,8,4,0.0,1716.29106,0.0,68.141,68.206,66.842,58.181,62.209,84.01,28.81,748.15544
2024-08-02 06:00:00,7.932,67.491,0.019,25.293,741.7352617132,6,8,4,200.624076,1707.049863,0.150708,67.98,68.273,67.802,59.231,61.989,85.63,28.48,748.05247
2024-08-02 07:00:00,124.081,66.589,0.019,26.726,741.942953881,7,8,4,3316.188806,1779.657614,2.357539,67.491,68.141,67.308,60.667,61.719,78.52,29.64,748.31119
2024-08-02 08:00:00,227.094,66.364,0.019,27.837,742.2385833176801,8,8,4,6321.615678,1847.3746680000002,4.314786,66.589,67.98,68.206,61.976,59.669,74.24,30.58,748.17306
2024-08-02 09:00:00,355.406,66.858,0.02,29.105,742.3170848066001,9,8,4,10344.09163,1945.90209,7.10812,66.364,67.491,68.273,63.229,59.91,62.68,32.81,748.17048
2024-08-02 10:00:00,465.817,66.189,0.02,30.064,742.29956335828,10,8,4,14004.322288,1989.9060959999997,9.31634,66.858,66.589,68.141,65.24,58.355,60.2,33.55,748.42276
2024-08-02 11:00:00,558.063,63.413,0.02,31.533,742.17092022466,11,8,4,17597.400579,1999.6021289999999,11.16126,66.189,66.364,67.98,66.842,57.668,61.32,33.43,748.29319
2024-08-02 12:00:00,526.442,62.65,0.02,31.819,742.1238688354,12,8,4,16750.857998,1993.4603499999998,10.52884,63.413,66.858,67.491,67.802,57.276,59.5,34.05,747.87117
2024-08-02 13:00:00,559.879,63.094,0.02,31.868,741.8897369821,13,8,4,17842.223972,2010.679592,11.19758,62.65,66.189,66.589,67.308,56.408,59.02,34.28,747.58042
2024-08-02 14:00:00,511.366,63.489,0.02,32.248,741.6080061942799,14,8,4,16490.530767999997,2047.3932719999998,10.22732,63.094,63.413,66.364,68.206,56.657,59.23,34.35,747.48467
2024-08-02 15:00:00,537.07,62.331,0.02,32.969,741.2803491102001,15,8,4,17706.66083,2054.9907390000003,10.7414,63.489,62.65,66.858,68.273,56.744,60.77,34.35,747.39131
2024-08-02 16:00:00,478.431,61.663,0.021,32.27,741.1419626712001,16,8,4,15438.96837,1989.86501,10.047051,62.331,63.094,66.189,68.141,55.608,64.05,34.06,747.25921
2024-08-02 17:00:00,352.271,61.295,0.021,31.359,741.1257163282801,17,8,4,11046.866289000001,1922.1499050000002,7.397691000000001,61.663,63.489,63.413,67.98,58.181,65.21,33.83,747.1135
2024-08-02 18:00:00,185.237,61.912,0.021,30.304,741.3447794360001,18,8,4,5613.422047999999,1876.1812479999999,3.889977,61.295,62.331,62.65,67.491,59.231,66.13,33.54,747.44089
2024-08-02 19:00:00,30.311,64.153,0.021,28.876,741.7985669459999,19,8,4,875.260436,1852.4820280000004,0.6365310000000001,61.912,61.663,63.094,66.589,60.667,69.25,32.82,747.97192
2024-08-02 20:00:00,0.0,66.389,0.021,27.718,742.2030003764,20,8,4,0.0,1840.170302,0.0,64.153,61.295,63.489,66.364,61.976,72.3,32.05,748.52059
2024-08-02 21:00:00,0.0,69.188,0.021,26.813,742.5792314756001,21,8,4,0.0,1855.137844,0.0,66.389,61.912,62.331,66.858,63.229,75.34,31.2,748.96825
2024-08-02 22:00:00,0.0,70.563,0.02,26.474,742.77915300108,22,8,4,0.0,1868.0848620000002,0.0,69.188,64.153,61.663,66.189,65.24,78.51,30.4,749.16448
2024-08-02 23:00:00,0.0,71.865,0.02,26.146,742.97980958732,23,8,4,0.0,1878.98229,0.0,70.563,66.389,61.295,63.413,66.842,80.74,29.92,749.41287
2024-08-03 00:00:00,0.0,72.754,0.02,25.884,743.25806008746,0,8,5,0.0,1883.1645360000002,0.0,71.865,69.188,61.912,62.65,67.802,81.7,29.63,749.65243
2024-08-03 01:00:00,0.0,70.637,0.02,26.065,743.2324604713999,1,8,5,0.0,1841.153405,0.0,72.754,70.563,64.153,63.094,67.308,83.1,29.31,749.58947
2024-08-03 02:00:00,0.0,71.089,0.02,25.943,743.298315915,2,8,5,0.0,1844.261927,0.0,70.637,71.865,66.389,63.489,68.206,84.5,29.05,749.69589
2024-08-03 03:00:00,0.0,71.224,0.02,25.814,743.2219896058799,3,8,5,0.0,1838.576336,0.0,71.089,72.754,69.188,62.331,68.273,84.78,28.89,749.6761
2024-08-03 04:00:00,0.0,71.032,0.02,25.772,743.4556039163999,4,8,5,0.0,1830.6367039999998,0.0,71.224,70.637,70.563,61.663,68.141,86.14,28.52,749.86467
2024-08-03 05:00:00,0.0,70.788,0.02,25.63,743.7430576772799,5,8,5,0.0,1814.2964399999998,0.0,71.032,71.089,71.865,61.295,67.98,87.68,28.11,750.10902
2024-08-03 06:00:00,7.253,70.023,0.02,25.654,744.03490680148,6,8,5,186.068462,1796.3700419999998,0.14506,70.788,71.224,72.754,61.912,67.491,86.27,28.54,750.41315
2024-08-03 07:00:00,112.049,68.0,0.02,27.057,744.2382636109201,7,8,5,3031.709793,1839.876,2.24098,70.023,71.032,70.637,64.153,66.589,81.36,29.61,750.60851
2024-08-03 08:00:00,248.12,66.715,0.02,28.302,744.3656541409999,8,8,5,7022.29224,1888.16793,4.962400000000001,68.0,70.788,71.089,66.389,66.364,78.68,30.21,750.74324
2024-08-03 09:00:00,342.017,65.054,0.02,29.603,744.4699877652,9,8,5,10124.729251,1925.793562,6.84034,66.715,70.023,71.224,69.188,66.858,71.48,31.56,750.78934
2024-08-03 10:00:00,516.236,63.206,0.02,30.801,744.4666574899201,10,8,5,15900.585035999999,1946.808006,10.32472,65.054,68.0,71.032,70.563,66.189,66.79,32.43,750.73894
2024-08-03 11:00:00,623.914,60.737,0.02,32.171,744.3479526778,11,8,5,20071.937294,1953.970027,12.47828,63.206,66.715,70.788,71.865,63.413,61.24,33.7,750.48968
2024-08-03 12:00:00,697.448,58.062,0.02,33.677,744.2304929686,12,8,5,23487.956296,1955.3539739999999,13.94896,60.737,65.054,70.023,72.754,62.65,57.22,35.06,750.24742
2024-08-03 13:00:00,727.794,56.392,0.02,33.578,743.9787346583,13,8,5,24437.866932,1893.5305760000003,14.55588,58.062,63.206,68.0,70.637,63.094,58.31,34.53,749.98959
2024-08-03 14:00:00,658.342,56.545,0.02,33.645,743.6065163908,14,8,5,22149.91659,1902.4565250000003,13.16684,56.392,60.737,66.715,71.089,63.489,57.83,34.48,749.65169
2024-08-03 15:00:00,637.57,51.255,0.019,33.904,743.3262932276,15,8,5,21616.173280000003,1737.7495200000003,12.11383,56.545,58.062,65.054,71.224,62.331,57.28,34.83,749.3765
2024-08-03 16:00:00,544.251,52.23,0.02,33.127,743.0633964966,16,8,5,18029.402877,1730.22321,10.885019999999999,51.255,56.392,63.206,71.032,61.663,57.81,34.78,749.10302
2024-08-03 17:00:00,376.564,53.104,0.02,32.021,742.9482244765001,17,8,5,12057.955844000002,1700.443184,7.531280000000001,52.23,56.545,60.737,70.788,61.295,59.57,34.37,749.07304
2024-08-03 18:00:00,192.563,53.939,0.02,30.767,742.8103255778,18,8,5,5924.585821,1659.541213,3.85126,53.104,51.255,58.062,70.023,61.912,61.24,33.5,749.19986
2024-08-03 19:00:00,29.249,54.985,0.02,29.114,743.1759057966,19,8,5,851.555386,1600.83329,0.5849799999999999,53.939,52.23,56.392,68.0,64.153,63.29,32.72,749.67998
2024-08-03 20:00:00,0.0,57.62,0.02,27.501,743.6619834757,20,8,5,0.0,1584.60762,0.0,54.985,53.104,56.545,66.715,66.389,71.25,31.45,750.21372
2024-08-03 21:00:00,0.0,57.892,0.019,26.242,744.09258656928,21,8,5,0.0,1519.2018640000001,0.0,57.62,53.939,51.255,65.054,69.188,77.86,30.26,750.65974
2024-08-03 22:00:00,0.0,60.683,0.019,25.865,744.4077326192,22,8,5,0.0,1569.565795,0.0,57.892,54.985,52.23,63.206,70.563,77.5,29.75,750.9119
2024-08-03 23:00:00,0.0,62.094,0.019,25.582,744.4962399352,23,8,5,0.0,1588.488708,0.0,60.683,57.62,53.104,60.737,71.865,81.07,29.06,751.00344
2024-08-04 00:00:00,0.0,62.675,0.019,25.326,744.53752334768,0,8,6,0.0,1587.30705,0.0,62.094,57.892,53.939,58.062,72.754,83.3,28.5,750.91828
2024-08-04 01:00:00,0.0,66.514,0.02,26.167,744.5485942628001,1,8,6,0.0,1740.471838,0.0,62.675,60.683,54.985,56.392,70.637,82.82,28.12,750.70793
2024-08-04 02:00:00,0.0,68.238,0.02,25.971,744.34813269268,2,8,6,0.0,1772.209098,0.0,66.514,62.094,57.62,56.545,71.089,83.99,27.75,750.59535
2024-08-04 03:00:00,0.0,68.67,0.02,25.824,744.25589006792,3,8,6,0.0,1773.33408,0.0,68.238,62.675,57.892,51.255,71.224,85.47,27.4,750.65078
2024-08-04 04:00:00,0.0,69.455,0.02,25.777,744.3344890649,4,8,6,0.0,1790.341535,0.0,68.67,66.514,60.683,52.23,71.032,87.35,26.97,750.80081
2024-08-04 05:00:00,0.0,69.869,0.02,25.723,744.606049012,5,8,6,0.0,1797.2402869999999,0.0,69.455,68.238,62.094,53.104,70.788,89.33,26.5,751.11609
2024-08-04 06:00:00,6.477,70.369,0.02,25.753,744.824692085,6,8,6,166.80218100000002,1812.212857,0.12954000000000002,69.869,68.67,62.675,53.939,70.023,85.54,26.81,751.23865
2024-08-04 07:00:00,133.364,69.416,0.02,27.636,744.8846220388,7,8,6,3685.647504,1918.3805759999998,2.6672800000000003,70.369,69.455,66.514,54.985,68.0,81.63,28.01,751.30065
2024-08-04 08:00:00,294.406,67.215,0.02,29.661,744.94707220092,8,8,6,8732.376366,1993.6641150000003,5.88812,69.416,69.869,68.238,57.62,66.715,69.33,30.92,751.21653
2024-08-04 09:00:00,431.153,65.82,0.021,31.447,744.9352512238,9,8,6,13558.468391,2069.84154,9.054213,67.215,70.369,68.67,57.892,65.054,64.03,32.91,751.19623
2024-08-04 10:00:00,589.151,64.926,0.021,33.172,744.8140862083201,10,8,6,19543.316971999997,2153.7252719999997,12.372171,65.82,69.416,69.455,60.683,63.206,62.96,33.5,751.14394
2024-08-04 11:00:00,704.179,63.082,0.021,34.945,744.51051361506,11,8,6,24607.535154999998,2204.40049,14.787759000000001,64.926,67.215,69.869,62.094,60.737,61.14,34.17,750.95182
2024-08-04 12:00:00,742.259,60.43,0.021,35.097,744.2577202192,12,8,6,26051.064123,2120.91171,15.587439000000002,63.082,65.82,70.369,62.675,58.062,61.58,34.07,750.64043
2024-08-04 13:00:00,639.953,59.723,0.021,34.226,744.23052297108,13,8,6,21903.031378,2044.0793979999999,13.439013000000001,60.43,64.926,69.416,66.514,56.392,58.09,34.92,750.15502
2024-08-04 14:00:00,551.293,61.978,0.021,32.929,744.0058493996,14,8,6,18153.527197000003,2040.8735620000002,11.577153000000001,59.723,63.082,67.215,68.238,56.545,56.81,35.66,749.7317
2024-08-04 15:00:00,500.57,64.44,0.022,32.461,743.90786880054,15,8,6,16249.00277,2091.7868399999998,11.01254,61.978,60.43,65.82,68.67,51.255,57.47,35.75,749.29078
2024-08-04 16:00:00,452.273,64.025,0.022,32.144,743.7039119415,16,8,6,14537.863312,2058.0196,9.950006,64.44,59.723,64.926,69.455,52.23,56.63,35.8,749.21589
2024-08-04 17:00:00,302.6,63.079,0.022,31.123,743.61166931674,17,8,6,9417.819800000001,1963.207717,6.6572000000000005,64.025,61.978,63.082,69.869,53.104,56.54,35.33,749.22134
2024-08-04 18:00:00,147.687,68.324,0.022,29.212,743.3651464392,18,8,6,4314.232644000001,1995.880688,3.249114,63.079,64.44,60.43,70.369,53.939,63.86,32.73,749.33572
2024-08-04 19:00:00,25.805,68.378,0.022,28.524,743.7795931973,19,8,6,736.06182,1950.414072,0.5677099999999999,68.324,64.025,59.723,69.416,54.985,64.02,31.29,749.47411
2024-08-04 20:00:00,0.0,70.363,0.021,27.844,744.1037324906,20,8,6,0.0,1959.187372,0.0,68.378,63.079,61.978,67.215,57.62,65.41,30.85,750.14208
2024-08-04 21:00:00,0.0,66.938,0.02,26.975,744.279772042,21,8,6,0.0,1805.6525500000002,0.0,70.363,68.324,64.44,65.82,57.892,68.67,30.45,750.47828
2024-08-04 22:00:00,0.0,68.274,0.02,26.815,744.5831721210001,22,8,6,0.0,1830.7673100000002,0.0,66.938,68.378,64.025,64.926,60.683,71.48,30.09,750.72218
2024-08-04 23:00:00,0.0,70.049,0.02,26.582,744.7040821154001,23,8,6,0.0,1862.0425180000002,0.0,68.274,70.363,63.079,63.082,62.094,74.95,29.56,750.81009
2024-08-05 00:00:00,0.0,71.757,0.02,26.267,744.7487858106,0,8,0,0.0,1884.8411190000002,0.0,70.049,66.938,68.324,60.43,62.675,75.07,29.51,750.84721
2024-08-05 01:00:00,0.0,67.866,0.019,26.315,744.288022724,1,8,0,0.0,1785.89379,0.0,71.757,68.274,68.378,59.723,66.514,76.61,29.38,750.80073
2024-08-05 02:00:00,0.0,68.946,0.019,26.154,744.1000571868,2,8,0,0.0,1803.2136839999998,0.0,67.866,70.049,70.363,61.978,68.238,79.09,28.96,750.78016
2024-08-05 03:00:00,0.0,70.338,0.019,25.941,743.9723966344001,3,8,0,0.0,1824.6380579999998,0.0,68.946,71.757,66.938,64.44,68.67,80.64,28.65,750.73957
2024-08-05 04:00:00,0.0,72.868,0.02,25.754,744.2277177392,4,8,0,0.0,1876.642472,0.0,70.338,67.866,68.274,64.025,69.455,83.32,28.3,750.84059
2024-08-05 05:00:00,0.0,74.432,0.019,25.588,744.4748631682,5,8,0,0.0,1904.5660160000002,0.0,72.868,68.946,70.049,63.079,69.869,85.47,27.92,751.08793
2024-08-05 06:00:00,5.744,75.574,0.02,25.683,744.786438923,6,8,0,147.52315199999998,1940.967042,0.11488,74.432,70.338,71.757,68.324,70.369,83.57,28.24,751.05461
2024-08-05 07:00:00,123.281,73.07,0.02,27.508,744.90587129526,7,8,0,3391.213748,2010.0095599999997,2.4656200000000004,75.574,72.868,67.866,68.378,69.416,74.84,29.9,750.69044
2024-08-05 08:00:00,270.403,71.234,0.02,29.362,744.829192457,8,8,0,7939.572886,2091.5727079999997,5.408060000000001,73.07,74.432,68.946,70.363,67.215,67.48,31.72,750.3711
2024-08-05 09:00:00,404.307,69.08,0.02,31.095,744.70975258412,9,8,0,12571.926165,2148.0425999999998,8.08614,71.234,75.574,70.338,66.938,65.82,60.98,34.15,750.51276
2024-08-05 10:00:00,543.725,67.803,0.021,32.257,744.5596951804,10,8,0,17538.937325,2187.1213709999997,11.418225000000001,69.08,73.07,72.868,68.274,64.926,60.26,34.32,750.68896
2024-08-05 11:00:00,620.454,66.847,0.021,33.096,744.3459275104,11,8,0,20534.545583999996,2212.3683119999996,13.029534,67.803,71.234,74.432,70.049,63.082,61.25,33.7,750.65816
2024-08-05 12:00:00,588.68,65.759,0.02,32.461,744.32323063428,12,8,0,19109.14148,2134.602899,11.7736,66.847,69.08,75.574,71.757,60.43,58.67,34.52,750.36087
2024-08-05 13:00:00,609.029,64.219,0.02,33.728,743.8119583726,13,8,0,20541.330112,2165.978432,12.18058,65.759,67.803,73.07,67.866,59.723,57.92,34.91,749.82703
2024-08-05 14:00:00,665.699,61.738,0.02,33.364,743.5827394254001,14,8,0,22210.381435999996,2059.826632,13.313979999999999,64.219,66.847,71.234,68.946,61.978,64.77,33.84,749.49219
2024-08-05 15:00:00,425.816,76.041,0.021,30.526,743.5527369453999,15,8,0,12998.459216,2321.227566,8.942136,61.738,65.759,69.08,70.338,64.44,76.59,28.81,749.92853
2024-08-05 16:00:00,420.913,73.131,0.02,29.413,743.31519231,16,8,0,12380.314069,2151.002103,8.41826,76.041,64.219,67.803,72.868,64.025,85.63,27.75,750.33743
2024-08-05 17:00:00,310.961,67.856,0.02,30.229,743.23970607032,17,8,0,9400.040069,2051.219024,6.21922,73.131,61.738,66.847,74.432,63.079,82.64,27.47,750.10813
2024-08-05 18:00:00,161.764,71.041,0.021,29.138,743.5763638984,18,8,0,4713.479432000001,2069.992658,3.3970440000000006,67.856,76.041,65.759,75.574,68.324,81.44,26.61,750.63558
2024-08-05 19:00:00,24.801,73.8,0.021,28.162,743.6158171596,19,8,0,698.445762,2078.3556,0.520821,71.041,73.131,64.219,73.07,68.378,85.77,25.76,750.98141
2024-08-05 20:00:00,0.0,74.297,0.021,27.531,743.9662836291001,20,8,0,0.0,2045.4707069999997,0.0,73.8,67.856,61.738,71.234,70.363,85.63,25.96,751.40396
2024-08-05 21:00:00,0.0,74.642,0.021,26.913,743.8416608278001,21,8,0,0.0,2008.840146,0.0,74.297,71.041,76.041,69.08,66.938,87.58,25.96,751.39079
2024-08-05 22:00:00,0.0,73.634,0.02,26.672,743.6479198132,22,8,0,0.0,1963.966048,0.0,74.642,73.8,73.131,67.803,68.274,87.51,25.53,751.31727
2024-08-05 23:00:00,0.0,73.829,0.02,26.561,743.732226782,23,8,0,0.0,1960.972069,0.0,73.634,74.297,67.856,66.847,70.049,83.97,25.42,751.361
2024-08-06 00:00:00,0.0,73.634,0.02,26.24,743.8566620678,0,8,1,0.0,1932.15616,0.0,73.829,74.642,71.041,65.759,71.757,85.03,25.45,750.40317
2024-08-06 01:00:00,0.0,71.962,0.02,26.253,743.9862427789201,1,8,1,0.0,1889.218386,0.0,73.634,73.634,73.8,64.219,67.866,87.5,25.13,749.92074
2024-08-06 02:00:00,0.0,73.282,0.02,26.164,743.8838143122,2,8,1,0.0,1917.350248,0.0,71.962,73.829,74.297,61.738,68.946,87.22,25.21,749.93192
2024-08-06 03:00:00,0.0,73.922,0.02,25.854,743.7417525694,3,8,1,0.0,1911.1793879999998,0.0,73.282,73.634,74.642,76.041,70.338,89.27,24.86,750.27461
2024-08-06 04:00:00,0.0,74.435,0.019,25.776,743.965871095,4,8,1,0.0,1918.6365600000001,0.0,73.922,71.962,73.634,73.131,72.868,90.41,24.86,750.52729
2024-08-06 05:00:00,0.0,75.205,0.019,25.606,744.0488279522,5,8,1,0.0,1925.6992300000002,0.0,74.435,73.282,73.829,67.856,74.432,90.72,24.94,750.9166
2024-08-06 06:00:00,4.884,75.576,0.019,25.56,744.3421396973,6,8,1,124.83504,1931.7225599999997,0.092796,75.205,73.922,73.634,71.041,75.574,87.92,25.5,751.2245
2024-08-06 07:00:00,113.675,74.12,0.019,27.004,744.5274425144,7,8,1,3069.6797,2001.5364800000002,2.159825,75.576,74.435,71.962,73.8,73.07,74.82,28.42,751.55524
2024-08-06 08:00:00,247.67,72.699,0.02,28.614,744.54631407432,8,8,1,7086.82938,2080.209186,4.9534,74.12,75.205,73.282,74.297,71.234,70.73,29.6,751.6255
2024-08-06 09:00:00,387.947,70.568,0.02,30.357,744.5327679546,9,8,1,11776.907079,2142.232776,7.75894,72.699,75.576,73.922,74.642,69.08,65.89,30.74,751.64837
2024-08-06 10:00:00,530.676,68.349,0.02,31.653,744.5076408776,10,8,1,16797.487428,2163.450897,10.613520000000001,70.568,74.12,74.435,73.634,67.803,66.21,30.73,751.43638
2024-08-06 11:00:00,656.519,65.881,0.02,32.774,744.0828057608,11,8,1,21516.753706,2159.1838940000002,13.13038,68.349,72.699,75.205,73.829,66.847,59.01,32.03,751.11151
2024-08-06 12:00:00,675.398,63.108,0.02,33.69,743.6791973986001,12,8,1,22754.15862,2126.1085199999998,13.50796,65.881,70.568,75.576,73.634,65.759,59.85,32.53,750.87443
